referral_lead_id,referring_partner_id,customer_id,country,service_type,industry,referred_at,matched_at,booked_at,resolved_at,referral_status,deal_size_estimate,urgency
RL01634,R018,,NL,audit,other,2024-01-22,2024-01-25,,,matching,44611,medium
RL01635,R017,,NL,tax_advisory,other,2024-01-05,2024-01-07,,2024-01-20,lost,26289,low
RL01636,R020,,NL,accounting,tech,2024-02-07,2024-02-08,,2024-02-20,lost,27188,medium
RL01637,R018,C03679,NL,accounting,other,2024-02-24,2024-02-26,2024-02-29,2024-03-18,booked,40342,high
RL01638,R019,C03636,NL,audit,professional_services,2024-02-05,2024-02-07,2024-02-17,2024-03-11,booked,40455,low
RL01639,R019,C03705,NL,payroll,hospitality,2024-02-12,2024-02-14,2024-02-23,2024-03-04,booked,14700,medium
RL01640,R017,,NL,accounting,other,2024-02-13,2024-02-14,,,negotiating,15689,medium
RL01641,R018,C03217,NL,bookkeeping,hospitality,2024-02-11,2024-02-14,2024-02-21,2024-03-03,booked,13901,low
RL01642,R018,,NL,accounting,professional_services,2024-02-21,2024-02-23,,,negotiating,6793,low
RL01643,R020,C03387,NL,audit,professional_services,2024-02-26,2024-02-28,2024-03-09,2024-03-25,booked,39261,low
RL01644,R018,,NL,bookkeeping,professional_services,2024-02-08,,,,pending,22779,medium
RL01645,R020,,NL,payroll,tech,2024-02-20,2024-02-21,,2024-02-27,lost,29297,low
RL01646,R019,,NL,accounting,hospitality,2024-02-09,2024-02-10,,2024-02-24,lost,23426,low
RL01647,R019,,NL,bookkeeping,other,2024-02-15,,,,pending,5774,medium
RL01648,R018,,NL,tax_advisory,hospitality,2024-02-13,2024-02-16,,2024-02-24,lost,27783,medium
RL01649,R019,C03287,NL,audit,professional_services,2024-02-25,2024-02-28,2024-03-03,2024-03-28,booked,13228,medium
RL01650,R020,C03273,NL,audit,professional_services,2024-02-12,2024-02-13,2024-02-16,2024-03-11,booked,24735,medium
RL01651,R019,C03731,NL,accounting,professional_services,2024-03-07,2024-03-10,2024-03-19,2024-04-04,booked,23023,high
RL01652,R018,,NL,audit,professional_services,2024-03-03,2024-03-04,,2024-03-14,lost,38887,medium
RL01653,R018,,NL,audit,retail,2024-03-08,2024-03-10,,,matching,37901,medium
RL01654,R020,,NL,tax_advisory,other,2024-03-14,2024-03-17,,2024-03-30,lost,8569,medium
RL01655,R017,C03459,NL,payroll,hospitality,2024-03-10,2024-03-12,2024-03-14,2024-03-24,booked,6332,low
RL01656,R019,,NL,accounting,other,2024-03-06,2024-03-09,,,negotiating,7408,medium
RL01657,R018,C03316,NL,bookkeeping,hospitality,2024-03-16,2024-03-18,2024-03-27,2024-04-19,booked,6183,medium
RL01658,R018,C03422,NL,payroll,other,2024-03-18,2024-03-19,2024-03-23,2024-04-09,booked,28413,high
RL01659,R017,,NL,payroll,retail,2024-03-27,2024-03-30,,2024-04-07,lost,23122,low
RL01660,R018,,NL,bookkeeping,hospitality,2024-03-24,2024-03-26,,2024-04-04,lost,32848,medium
RL01661,R020,C03515,NL,tax_advisory,other,2024-03-10,2024-03-11,2024-03-13,2024-03-24,booked,17838,medium
RL01662,R020,C03611,NL,payroll,other,2024-03-06,2024-03-09,2024-03-17,2024-03-25,booked,42303,medium
RL01663,R017,C03420,NL,bookkeeping,retail,2024-03-04,2024-03-05,2024-03-11,2024-04-02,booked,21961,low
RL01664,R017,C03599,NL,tax_advisory,tech,2024-03-24,2024-03-27,2024-04-02,2024-04-15,booked,28988,medium
RL01665,R017,,NL,bookkeeping,tech,2024-03-23,,,,pending,32762,medium
RL01666,R017,C03179,NL,accounting,hospitality,2024-04-27,2024-04-30,2024-05-06,2024-05-18,booked,33119,low
RL01667,R019,C03261,NL,payroll,tech,2024-04-19,2024-04-22,2024-04-28,2024-05-17,booked,33970,medium
RL01668,R020,C03702,NL,accounting,hospitality,2024-04-11,2024-04-12,2024-04-20,2024-05-05,booked,24663,medium
RL01669,R018,C03176,NL,bookkeeping,hospitality,2024-04-16,2024-04-18,2024-04-21,2024-05-03,booked,25642,medium
RL01670,R020,C03529,NL,accounting,tech,2024-04-01,2024-04-04,2024-04-11,2024-04-19,booked,5456,medium
RL01671,R019,C03347,NL,tax_advisory,retail,2024-04-07,2024-04-10,2024-04-15,2024-04-27,booked,7166,low
RL01672,R020,,NL,audit,professional_services,2024-04-16,2024-04-18,,,matching,22481,high
RL01673,R020,C03709,NL,accounting,retail,2024-04-08,2024-04-10,2024-04-15,2024-04-22,booked,11244,low
RL01674,R020,C03669,NL,tax_advisory,retail,2024-04-26,2024-04-29,2024-05-05,2024-05-14,booked,39209,medium
RL01675,R020,C03290,NL,accounting,tech,2024-04-09,2024-04-12,2024-04-22,2024-05-15,booked,34927,medium
RL01676,R018,,NL,bookkeeping,professional_services,2024-04-12,2024-04-13,,2024-04-22,lost,29052,medium
RL01677,R018,,NL,audit,hospitality,2024-04-27,,,,pending,37538,medium
RL01678,R019,C03716,NL,tax_advisory,hospitality,2024-04-09,2024-04-11,2024-04-21,2024-05-14,booked,15740,high
RL01679,R017,,NL,payroll,retail,2024-04-02,2024-04-05,,2024-04-16,lost,16467,low
RL01680,R019,,NL,tax_advisory,tech,2024-04-22,2024-04-23,,,negotiating,14962,high
RL01681,R018,C03577,NL,payroll,hospitality,2024-05-02,2024-05-03,2024-05-08,2024-05-21,booked,17831,medium
RL01682,R019,C03531,NL,accounting,professional_services,2024-05-24,2024-05-27,2024-06-05,2024-06-30,booked,25090,low
RL01683,R017,C03409,NL,tax_advisory,retail,2024-05-21,2024-05-24,2024-06-02,2024-06-21,booked,41798,low
RL01684,R020,,NL,bookkeeping,professional_services,2024-05-08,2024-05-10,,,negotiating,21883,medium
RL01685,R018,,NL,tax_advisory,retail,2024-05-25,2024-05-27,,,matching,42384,medium
RL01686,R018,,NL,accounting,other,2024-05-23,2024-05-26,,2024-06-01,lost,14725,high
RL01687,R017,C03349,NL,payroll,hospitality,2024-05-24,2024-05-25,2024-06-02,2024-06-15,booked,13545,high
RL01688,R017,,NL,audit,retail,2024-05-23,2024-05-24,,2024-06-05,lost,12146,high
RL01689,R017,,NL,accounting,other,2024-05-19,2024-05-20,,,matching,26426,medium
RL01690,R020,C03727,NL,tax_advisory,retail,2024-05-15,2024-05-18,2024-05-25,2024-05-30,booked,37744,medium
RL01691,R017,C03213,NL,audit,tech,2024-05-22,2024-05-23,2024-05-25,2024-06-13,booked,40710,high
RL01692,R017,,NL,accounting,other,2024-05-06,,,,pending,36282,medium
RL01693,R019,,NL,tax_advisory,tech,2024-05-11,2024-05-13,,,matching,37708,low
RL01694,R020,C03749,NL,bookkeeping,hospitality,2024-05-14,2024-05-16,2024-05-20,2024-06-04,booked,21163,medium
RL01695,R019,,NL,bookkeeping,other,2024-05-12,,,,pending,39829,high
RL01696,R020,C03612,NL,tax_advisory,hospitality,2024-06-03,2024-06-04,2024-06-14,2024-07-03,booked,19119,high
RL01697,R020,,NL,audit,hospitality,2024-06-19,2024-06-22,,,matching,44907,high
RL01698,R018,C03518,NL,bookkeeping,hospitality,2024-06-19,2024-06-22,2024-06-30,2024-07-20,booked,28070,medium
RL01699,R018,,NL,accounting,tech,2024-06-13,2024-06-16,,,negotiating,29651,medium
RL01700,R019,C03502,NL,tax_advisory,retail,2024-06-14,2024-06-16,2024-06-20,2024-07-14,booked,36674,medium
RL01701,R018,,NL,bookkeeping,retail,2024-06-03,2024-06-04,,2024-06-09,lost,8330,low
RL01702,R017,C03301,NL,bookkeeping,professional_services,2024-06-03,2024-06-06,2024-06-10,2024-06-19,booked,5320,high
RL01703,R020,C03606,NL,accounting,professional_services,2024-06-11,2024-06-13,2024-06-23,2024-07-15,booked,20400,medium
RL01704,R020,,NL,accounting,professional_services,2024-06-27,2024-06-30,,2024-07-15,lost,24489,medium
RL01705,R019,,NL,bookkeeping,hospitality,2024-06-13,2024-06-15,,2024-06-29,lost,26740,medium
RL01706,R018,,NL,tax_advisory,hospitality,2024-06-12,,,,pending,33810,medium
RL01707,R018,,NL,audit,tech,2024-06-09,2024-06-10,,2024-06-22,lost,3050,low
RL01708,R019,C03783,NL,tax_advisory,other,2024-06-21,2024-06-24,2024-06-27,2024-07-02,booked,27215,medium
RL01709,R020,,NL,tax_advisory,retail,2024-06-13,2024-06-14,,,matching,9854,medium
RL01710,R017,,NL,audit,other,2024-06-08,2024-06-11,,,negotiating,44482,low
RL01711,R018,C03650,NL,tax_advisory,retail,2024-07-25,2024-07-27,2024-07-29,2024-08-10,booked,43277,medium
RL01712,R017,C03753,NL,tax_advisory,professional_services,2024-07-27,2024-07-29,2024-08-04,2024-08-12,booked,11751,low
RL01713,R018,,NL,accounting,other,2024-07-20,2024-07-21,,2024-08-04,lost,20491,medium
RL01714,R020,,NL,audit,other,2024-07-03,2024-07-05,,2024-07-13,lost,24566,high
RL01715,R018,C03597,NL,tax_advisory,hospitality,2024-07-11,2024-07-13,2024-07-15,2024-07-26,booked,5107,medium
RL01716,R019,C03493,NL,bookkeeping,hospitality,2024-07-04,2024-07-05,2024-07-08,2024-07-14,booked,10204,medium
RL01717,R017,C03766,NL,bookkeeping,retail,2024-07-27,2024-07-30,2024-08-09,2024-08-26,booked,31812,low
RL01718,R017,,NL,tax_advisory,tech,2024-07-22,2024-07-25,,,negotiating,14729,medium
RL01719,R018,C03314,NL,payroll,other,2024-07-07,2024-07-08,2024-07-12,2024-07-22,booked,35016,low
RL01720,R017,C03638,NL,tax_advisory,tech,2024-07-01,2024-07-03,2024-07-10,2024-07-29,booked,43794,low
RL01721,R018,C03365,NL,payroll,tech,2024-07-13,2024-07-15,2024-07-23,2024-08-04,booked,35446,high
RL01722,R020,,NL,audit,hospitality,2024-07-23,2024-07-25,,,matching,15767,low
RL01723,R019,C03313,NL,accounting,retail,2024-07-15,2024-07-18,2024-07-21,2024-07-26,booked,7362,medium
RL01724,R020,C03502,NL,payroll,other,2024-07-18,2024-07-20,2024-07-27,2024-08-07,booked,10420,medium
RL01725,R018,C03252,NL,payroll,professional_services,2024-07-11,2024-07-13,2024-07-22,2024-08-15,booked,6904,low
RL01726,R020,C03699,NL,bookkeeping,other,2024-08-17,2024-08-20,2024-08-26,2024-09-20,booked,35385,low
RL01727,R018,,NL,bookkeeping,hospitality,2024-08-13,,,,pending,28868,low
RL01728,R020,C03632,NL,accounting,tech,2024-08-05,2024-08-07,2024-08-09,2024-08-30,booked,34536,medium
RL01729,R017,C03221,NL,bookkeeping,hospitality,2024-08-04,2024-08-06,2024-08-14,2024-08-28,booked,22883,medium
RL01730,R018,C03267,NL,payroll,retail,2024-08-07,2024-08-08,2024-08-11,2024-08-28,booked,24224,medium
RL01731,R017,,NL,accounting,retail,2024-08-09,2024-08-11,,,negotiating,3114,medium
RL01732,R020,,NL,audit,other,2024-08-22,2024-08-25,,2024-09-04,lost,3257,low
RL01733,R017,,NL,accounting,retail,2024-08-15,,,,pending,18563,high
RL01734,R019,,NL,audit,tech,2024-08-02,2024-08-03,,2024-08-14,lost,15444,medium
RL01735,R017,C03654,NL,audit,other,2024-08-10,2024-08-12,2024-08-14,2024-08-24,booked,12228,low
RL01736,R018,C03280,NL,tax_advisory,other,2024-08-19,2024-08-20,2024-08-24,2024-09-16,booked,7094,medium
RL01737,R020,C03475,NL,tax_advisory,tech,2024-08-03,2024-08-04,2024-08-06,2024-08-29,booked,8748,high
RL01738,R018,C03565,NL,bookkeeping,retail,2024-08-26,2024-08-29,2024-08-31,2024-09-15,booked,44968,medium
RL01739,R017,,NL,bookkeeping,other,2024-08-17,,,,pending,40559,medium
RL01740,R020,,NL,accounting,professional_services,2024-08-26,2024-08-29,,,negotiating,19827,medium
RL01741,R017,C03755,NL,payroll,hospitality,2024-09-13,2024-09-15,2024-09-20,,booked,24596,low
RL01742,R018,C03734,NL,accounting,retail,2024-09-06,2024-09-08,2024-09-13,,booked,26109,high
RL01743,R017,C03585,NL,audit,hospitality,2024-09-21,2024-09-23,2024-09-28,,booked,25673,medium
RL01744,R018,C03891,NL,payroll,other,2024-09-06,2024-09-07,2024-09-10,2024-09-28,booked,39073,low
RL01745,R018,C03392,NL,audit,hospitality,2024-09-19,2024-09-21,2024-09-25,2024-10-13,booked,40054,low
RL01746,R020,C03846,NL,audit,retail,2024-09-14,2024-09-16,2024-09-24,2024-10-10,booked,23632,low
RL01747,R017,,NL,bookkeeping,tech,2024-09-16,2024-09-19,,,matching,21464,medium
RL01748,R018,C03301,NL,accounting,professional_services,2024-09-01,2024-09-04,2024-09-07,2024-09-13,booked,44570,medium
RL01749,R018,,NL,audit,hospitality,2024-09-03,2024-09-06,,,negotiating,30540,low
RL01750,R017,C03780,NL,audit,professional_services,2024-09-04,2024-09-07,2024-09-10,2024-09-21,booked,25301,low
RL01751,R018,C03533,NL,tax_advisory,professional_services,2024-09-14,2024-09-16,2024-09-24,2024-10-19,booked,22509,medium
RL01752,R019,,NL,accounting,retail,2024-09-18,2024-09-19,,,matching,25531,medium
RL01753,R019,C03676,NL,bookkeeping,hospitality,2024-09-11,2024-09-14,2024-09-17,2024-10-08,booked,10680,medium
RL01754,R018,C03715,NL,tax_advisory,professional_services,2024-09-26,2024-09-29,2024-10-09,2024-10-15,booked,34765,high
RL01755,R020,,NL,tax_advisory,hospitality,2024-09-02,2024-09-03,,2024-09-08,lost,8626,medium
RL01756,R020,C03220,NL,tax_advisory,professional_services,2024-10-06,2024-10-08,2024-10-10,2024-10-18,booked,8880,medium
RL01757,R017,C03630,NL,bookkeeping,tech,2024-10-25,2024-10-28,2024-11-01,2024-11-16,booked,22040,medium
RL01758,R018,C03629,NL,bookkeeping,other,2024-10-03,2024-10-06,2024-10-10,2024-10-19,booked,35158,low
RL01759,R018,C03730,NL,accounting,retail,2024-10-16,2024-10-18,2024-10-23,2024-11-15,booked,25372,medium
RL01760,R018,C03829,NL,payroll,retail,2024-10-06,2024-10-08,2024-10-10,2024-10-15,booked,17772,low
RL01761,R017,,NL,accounting,hospitality,2024-10-15,2024-10-18,,2024-10-28,lost,32577,medium
RL01762,R018,,NL,accounting,tech,2024-10-10,2024-10-12,,,matching,41605,low
RL01763,R019,,NL,tax_advisory,tech,2024-10-11,2024-10-12,,,matching,40174,high
RL01764,R017,C03392,NL,payroll,tech,2024-10-24,2024-10-26,2024-10-30,2024-11-18,booked,32959,low
RL01765,R018,C03428,NL,audit,retail,2024-10-11,2024-10-12,2024-10-16,2024-11-04,booked,15769,medium
RL01766,R018,C03354,NL,audit,other,2024-10-04,2024-10-05,2024-10-11,2024-10-27,booked,25202,medium
RL01767,R017,C03263,NL,payroll,professional_services,2024-10-08,2024-10-11,2024-10-19,2024-11-13,booked,43196,medium
RL01768,R018,C03476,NL,accounting,other,2024-10-14,2024-10-16,2024-10-23,2024-10-29,booked,29256,low
RL01769,R019,C03328,NL,accounting,professional_services,2024-10-20,2024-10-22,2024-10-25,2024-11-03,booked,18170,medium
RL01770,R019,C03267,NL,audit,other,2024-10-19,2024-10-20,2024-10-28,2024-11-22,booked,25275,low
RL01771,R019,C03630,NL,tax_advisory,hospitality,2024-11-06,2024-11-08,2024-11-13,2024-11-28,booked,23647,medium
RL01772,R018,,NL,bookkeeping,professional_services,2024-11-01,2024-11-04,,2024-11-16,lost,3129,medium
RL01773,R020,C03443,NL,bookkeeping,tech,2024-11-26,2024-11-27,2024-12-07,2024-12-20,booked,37427,high
RL01774,R019,C03333,NL,audit,tech,2024-11-07,2024-11-09,2024-11-14,2024-12-05,booked,7414,low
RL01775,R019,,NL,audit,retail,2024-11-08,2024-11-10,,2024-11-19,lost,34449,medium
RL01776,R020,,NL,audit,other,2024-11-22,2024-11-25,,2024-12-10,lost,21103,low
RL01777,R018,C03490,NL,payroll,other,2024-11-11,2024-11-14,2024-11-22,2024-12-08,booked,8997,low
RL01778,R017,C03363,NL,accounting,tech,2024-11-07,2024-11-09,2024-11-19,2024-12-07,booked,10095,medium
RL01779,R019,,NL,audit,other,2024-11-24,2024-11-27,,,negotiating,27851,medium
RL01780,R019,C03798,NL,tax_advisory,other,2024-11-17,2024-11-20,2024-11-27,2024-12-16,booked,23443,low
RL01781,R019,C03896,NL,payroll,retail,2024-11-02,2024-11-05,2024-11-10,2024-11-27,booked,13391,medium
RL01782,R017,C03848,NL,bookkeeping,hospitality,2024-11-20,2024-11-22,2024-11-26,2024-12-12,booked,36821,medium
RL01783,R017,,NL,payroll,hospitality,2024-11-03,,,,pending,23996,medium
RL01784,R019,,NL,payroll,professional_services,2024-11-03,2024-11-04,,,negotiating,44874,medium
RL01785,R020,C03346,NL,tax_advisory,retail,2024-11-09,2024-11-10,2024-11-20,2024-12-02,booked,7486,low
RL01786,R020,,NL,tax_advisory,hospitality,2024-12-12,2024-12-14,,,matching,18077,low
RL01787,R018,C03691,NL,accounting,tech,2024-12-04,2024-12-05,2024-12-13,2024-12-18,booked,34525,low
RL01788,R017,,NL,bookkeeping,retail,2024-12-06,2024-12-08,,2024-12-13,lost,15180,medium
RL01789,R018,,NL,accounting,hospitality,2024-12-10,,,,pending,11616,medium
RL01790,R018,C03820,NL,tax_advisory,tech,2024-12-14,2024-12-17,2024-12-23,2025-01-11,booked,29101,high
RL01791,R017,C03920,NL,payroll,tech,2024-12-14,2024-12-17,2024-12-21,2024-12-29,booked,18684,medium
RL01792,R019,C03390,NL,payroll,hospitality,2024-12-18,2024-12-19,2024-12-21,2025-01-08,booked,14407,low
RL01793,R017,,NL,accounting,professional_services,2024-12-24,2024-12-27,,,matching,3449,medium
RL01794,R018,C03615,NL,audit,tech,2024-12-22,2024-12-23,2024-12-25,2025-01-19,booked,14032,low
RL01795,R017,,NL,bookkeeping,retail,2024-12-06,2024-12-09,,2024-12-16,lost,41268,medium
RL01796,R018,,NL,audit,tech,2024-12-13,,,,pending,30240,medium
RL01797,R018,,NL,bookkeeping,other,2024-12-28,2024-12-30,,2025-01-07,lost,37938,low
RL01798,R017,C03649,NL,audit,tech,2024-12-14,2024-12-17,2024-12-22,2025-01-07,booked,20807,medium
RL01799,R017,,NL,accounting,professional_services,2024-12-06,2024-12-09,,2024-12-18,lost,37482,medium
RL01800,R017,,NL,payroll,other,2024-12-23,,,,pending,18249,low
RL01801,R021,,US,audit,hospitality,2023-01-02,2023-01-04,,2023-01-09,lost,5278,low
RL01802,R023,C04227,US,audit,tech,2023-01-22,2023-01-24,2023-01-30,2023-02-16,booked,15162,low
RL01803,R024,C04113,US,audit,other,2023-01-27,2023-01-29,2023-02-07,2023-03-04,booked,29187,high
RL01804,R024,,US,tax_advisory,tech,2023-01-10,2023-01-12,,,negotiating,14223,medium
RL01805,R021,,US,accounting,other,2023-01-25,2023-01-28,,2023-02-04,lost,18721,medium
RL01806,R022,C04071,US,accounting,retail,2023-01-09,2023-01-12,2023-01-19,2023-02-07,booked,3237,low
RL01807,R023,C04046,US,payroll,retail,2023-01-17,2023-01-18,2023-01-20,2023-02-02,booked,29584,medium
RL01808,R024,,US,accounting,hospitality,2023-01-17,2023-01-20,,,negotiating,6069,medium
RL01809,R021,C04210,US,accounting,retail,2023-01-14,2023-01-16,2023-01-22,2023-01-28,booked,12628,medium
RL01810,R023,C04176,US,tax_advisory,other,2023-01-28,2023-01-30,2023-02-06,2023-02-23,booked,5566,medium
RL01811,R022,,US,payroll,hospitality,2023-01-05,,,,pending,21498,low
RL01812,R023,,US,bookkeeping,other,2023-01-07,2023-01-10,,,negotiating,34536,medium
RL01813,R024,,US,audit,retail,2023-01-22,2023-01-23,,2023-02-02,lost,4192,low
RL01814,R021,C03964,US,payroll,hospitality,2023-01-13,2023-01-16,2023-01-26,2023-02-08,booked,33961,medium
RL01815,R024,,US,accounting,hospitality,2023-01-12,2023-01-13,,2023-01-18,lost,5848,medium
RL01816,R021,C04229,US,audit,retail,2023-02-14,2023-02-17,2023-02-26,2023-03-10,booked,30599,medium
RL01817,R022,,US,audit,professional_services,2023-02-22,,,,pending,9082,high
RL01818,R022,C04013,US,audit,professional_services,2023-02-23,2023-02-26,2023-03-02,2023-03-25,booked,6264,medium
RL01819,R022,,US,payroll,other,2023-02-02,2023-02-05,,2023-02-13,lost,9339,medium
RL01820,R021,,US,audit,other,2023-02-15,2023-02-16,,,negotiating,13899,medium
RL01821,R021,,US,bookkeeping,professional_services,2023-02-28,,,,pending,41994,low
RL01822,R023,,US,tax_advisory,other,2023-02-14,2023-02-16,,2023-03-01,lost,11482,medium
RL01823,R022,C04170,US,audit,professional_services,2023-02-10,2023-02-11,2023-02-18,2023-03-04,booked,34160,low
RL01824,R022,,US,accounting,hospitality,2023-02-25,2023-02-26,,2023-03-05,lost,33888,medium
RL01825,R024,,US,audit,other,2023-02-24,2023-02-26,,,negotiating,21724,medium
RL01826,R023,,US,audit,hospitality,2023-02-13,2023-02-15,,2023-02-23,lost,44490,medium
RL01827,R022,C04261,US,tax_advisory,retail,2023-02-07,2023-02-10,2023-02-20,2023-03-16,booked,3303,low
RL01828,R021,,US,audit,professional_services,2023-02-07,,,,pending,17633,medium
RL01829,R021,,US,payroll,retail,2023-02-18,2023-02-21,,,negotiating,29166,medium
RL01830,R022,C04222,US,accounting,retail,2023-02-06,2023-02-09,2023-02-19,2023-03-10,booked,35154,low
RL01831,R024,,US,payroll,professional_services,2023-03-04,2023-03-07,,2023-03-20,lost,34873,medium
RL01832,R022,C04086,US,tax_advisory,tech,2023-03-27,2023-03-28,2023-04-04,2023-04-15,booked,14923,medium
RL01833,R024,,US,bookkeeping,professional_services,2023-03-11,2023-03-13,,,matching,33609,low
RL01834,R021,,US,bookkeeping,tech,2023-03-22,,,,pending,38108,low
RL01835,R022,C03990,US,audit,professional_services,2023-03-21,2023-03-24,2023-03-31,2023-04-16,booked,20971,medium
RL01836,R022,C04243,US,audit,retail,2023-03-07,2023-03-08,2023-03-15,2023-04-02,booked,44761,medium
RL01837,R023,,US,payroll,other,2023-03-21,2023-03-24,,2023-04-02,lost,7890,low
RL01838,R022,,US,audit,other,2023-03-07,2023-03-08,,,matching,18300,high
RL01839,R023,C04019,US,tax_advisory,other,2023-03-19,2023-03-20,2023-03-27,2023-04-20,booked,29770,medium
RL01840,R023,,US,audit,professional_services,2023-03-09,,,,pending,31115,medium
RL01841,R022,,US,payroll,hospitality,2023-03-28,2023-03-29,,,matching,34593,medium
RL01842,R023,C03970,US,bookkeeping,retail,2023-03-05,2023-03-06,2023-03-09,2023-04-02,booked,37353,medium
RL01843,R024,C04024,US,audit,professional_services,2023-03-28,2023-03-29,2023-04-08,2023-04-20,booked,15072,low
RL01844,R021,,US,payroll,retail,2023-03-21,2023-03-24,,2023-03-31,lost,6239,high
RL01845,R021,C04133,US,bookkeeping,hospitality,2023-03-19,2023-03-20,2023-03-23,2023-04-13,booked,42978,medium
RL01846,R021,C03965,US,payroll,retail,2023-04-20,2023-04-21,2023-04-24,2023-05-02,booked,11482,low
RL01847,R021,,US,audit,professional_services,2023-04-05,2023-04-08,,,matching,14102,high
RL01848,R022,,US,payroll,retail,2023-04-01,2023-04-04,,,matching,15580,medium
RL01849,R022,,US,tax_advisory,retail,2023-04-01,2023-04-03,,2023-04-13,lost,25033,low
RL01850,R022,C03982,US,tax_advisory,professional_services,2023-04-24,2023-04-25,2023-04-27,2023-05-09,booked,5176,medium
RL01851,R021,,US,audit,other,2023-04-15,,,,pending,6228,medium
RL01852,R023,C04283,US,tax_advisory,retail,2023-04-10,2023-04-12,2023-04-22,2023-05-05,booked,30673,high
RL01853,R024,C04085,US,accounting,tech,2023-04-10,2023-04-13,2023-04-19,2023-05-03,booked,12754,low
RL01854,R024,C04034,US,accounting,other,2023-04-12,2023-04-15,2023-04-20,2023-05-04,booked,36912,low
RL01855,R023,,US,payroll,tech,2023-04-26,2023-04-27,,2023-05-08,lost,12164,low
RL01856,R024,C04098,US,audit,retail,2023-04-18,2023-04-19,2023-04-28,2023-05-22,booked,9796,medium
RL01857,R021,,US,tax_advisory,other,2023-04-18,2023-04-20,,2023-04-28,lost,9795,medium
RL01858,R024,C04264,US,tax_advisory,other,2023-04-19,2023-04-22,2023-04-27,2023-05-10,booked,10798,medium
RL01859,R024,C04008,US,tax_advisory,professional_services,2023-04-07,2023-04-09,2023-04-13,2023-05-01,booked,5091,low
RL01860,R022,C03979,US,payroll,professional_services,2023-04-23,2023-04-24,2023-05-01,2023-05-21,booked,28011,medium
RL01861,R024,C04119,US,tax_advisory,hospitality,2023-05-07,2023-05-08,2023-05-14,2023-05-22,booked,8663,low
RL01862,R023,,US,tax_advisory,hospitality,2023-05-19,2023-05-20,,,matching,39568,high
RL01863,R023,C04085,US,tax_advisory,hospitality,2023-05-19,2023-05-20,2023-05-28,2023-06-12,booked,4926,medium
RL01864,R023,C04161,US,payroll,retail,2023-05-28,2023-05-29,2023-06-03,2023-06-08,booked,11151,high
RL01865,R024,,US,audit,retail,2023-05-20,2023-05-22,,,negotiating,44645,medium
RL01866,R021,C04266,US,accounting,retail,2023-05-18,2023-05-19,2023-05-25,2023-06-03,booked,33445,medium
RL01867,R021,,US,tax_advisory,tech,2023-05-19,2023-05-21,,,matching,40455,medium
RL01868,R022,C04252,US,tax_advisory,hospitality,2023-05-08,2023-05-10,2023-05-20,2023-05-31,booked,10692,medium
RL01869,R024,C04022,US,tax_advisory,professional_services,2023-05-08,2023-05-11,2023-05-14,2023-05-20,booked,34970,low
RL01870,R021,C04124,US,bookkeeping,tech,2023-05-14,2023-05-17,2023-05-26,2023-06-09,booked,39269,medium
RL01871,R024,C04004,US,payroll,professional_services,2023-05-28,2023-05-30,2023-06-04,2023-06-12,booked,17865,low
RL01872,R022,,US,accounting,tech,2023-05-20,2023-05-23,,2023-05-30,lost,9785,medium
RL01873,R023,,US,payroll,tech,2023-05-19,,,,pending,43213,medium
RL01874,R024,C03990,US,payroll,tech,2023-05-22,2023-05-24,2023-06-01,2023-06-26,booked,31817,low
RL01875,R022,,US,accounting,other,2023-05-25,2023-05-28,,,matching,33763,medium
RL01876,R021,,US,payroll,tech,2023-06-09,,,,pending,43369,high
RL01877,R023,C04195,US,bookkeeping,other,2023-06-22,2023-06-23,2023-07-01,2023-07-11,booked,17457,medium
RL01878,R022,,US,bookkeeping,professional_services,2023-06-18,,,,pending,28726,medium
RL01879,R022,C04296,US,accounting,retail,2023-06-19,2023-06-22,2023-06-29,2023-07-22,booked,12857,medium
RL01880,R021,C03970,US,audit,hospitality,2023-06-23,2023-06-24,2023-06-30,2023-07-22,booked,12629,medium
RL01881,R023,C03980,US,payroll,other,2023-06-10,2023-06-11,2023-06-15,2023-07-02,booked,19728,high
RL01882,R024,,US,payroll,professional_services,2023-06-12,2023-06-14,,,negotiating,12739,medium
RL01883,R021,C04143,US,bookkeeping,hospitality,2023-06-20,2023-06-21,2023-07-01,2023-07-12,booked,14837,medium
RL01884,R023,,US,accounting,retail,2023-06-06,2023-06-08,,2023-06-23,lost,29945,low
RL01885,R021,,US,bookkeeping,other,2023-06-26,2023-06-27,,,negotiating,25794,high
RL01886,R021,C04216,US,accounting,professional_services,2023-06-14,2023-06-15,2023-06-24,2023-07-13,booked,43187,medium
RL01887,R024,C04240,US,tax_advisory,tech,2023-06-06,2023-06-09,2023-06-14,2023-06-20,booked,21726,medium
RL01888,R024,C04106,US,tax_advisory,retail,2023-06-01,2023-06-02,2023-06-10,2023-06-24,booked,40391,medium
RL01889,R023,,US,tax_advisory,professional_services,2023-06-24,2023-06-26,,2023-07-03,lost,24423,low
RL01890,R024,C04192,US,payroll,retail,2023-06-10,2023-06-11,2023-06-20,2023-07-01,booked,23534,high
RL01891,R022,,US,audit,professional_services,2023-07-16,2023-07-17,,,negotiating,40728,high
RL01892,R023,,US,bookkeeping,tech,2023-07-04,,,,pending,25185,medium
RL01893,R022,C04026,US,audit,professional_services,2023-07-25,2023-07-27,2023-08-06,2023-08-28,booked,33943,medium
