referring_partner_id,snapshot_date,leads_sent_count,conversion_rate_pct,avg_deal_size,cancellation_rate_pct,inquiry_response_latency_hours,churn_risk_score
R020,2023-10-20,7,58.9,24824.94,13.79,13.22,7.52
R020,2023-10-21,4,60.32,23952.17,8.21,9.06,1.72
R020,2023-10-22,7,73.66,23538.66,10.63,12.29,3.29
R020,2023-10-23,3,54.19,27109.27,5.26,6.71,7.66
R020,2023-10-24,4,65.55,25053.52,10.37,8.76,0.0
R020,2023-10-25,5,59.62,23169.76,12.25,9.67,2.28
R020,2023-10-26,5,50.64,25973.48,12.61,13.55,14.64
R020,2023-10-27,3,54.85,25203.22,6.07,9.42,7.13
R020,2023-10-28,7,65.8,25105.84,9.08,4.74,0.0
R020,2023-10-29,4,54.35,24053.15,14.62,11.73,8.94
R020,2023-10-30,6,66.06,27801.9,12.07,14.89,7.18
R020,2023-10-31,4,67.72,21925.9,12.37,9.02,0.0
R020,2023-11-01,3,54.34,21099.23,8.99,11.94,10.29
R020,2023-11-02,6,71.26,24942.73,6.72,14.75,6.97
R020,2023-11-03,5,59.33,25846.05,8.11,10.68,3.37
R020,2023-11-04,6,61.52,26334.9,8.79,11.06,2.19
R020,2023-11-05,5,69.16,26756.9,7.11,10.56,0.68
R020,2023-11-06,4,65.47,21242.41,11.44,16.28,9.26
R020,2023-11-07,4,56.54,25079.55,10.57,9.33,4.74
R020,2023-11-08,5,71.79,24674.54,9.21,12.91,4.21
R020,2023-11-09,5,58.88,23309.34,12.86,12.42,6.34
R020,2023-11-10,4,71.46,26722.08,7.43,13.24,4.71
R020,2023-11-11,4,68.99,23080.39,5.35,7.58,0.0
R020,2023-11-12,4,65.33,25330.43,6.54,6.63,0.0
R020,2023-11-13,3,65.38,22265.83,14.06,11.44,3.04
R020,2023-11-14,7,63.3,23917.51,10.74,9.31,0.0
R020,2023-11-15,4,49.81,23347.92,5.05,10.11,10.15
R020,2023-11-16,4,64.98,24395.72,13.38,10.87,1.15
R020,2023-11-17,5,56.61,25294.88,5.29,9.02,4.69
R020,2023-11-18,5,73.09,21213.25,9.25,6.11,0.0
R020,2023-11-19,7,62.73,24105.92,11.86,8.02,0.0
R020,2023-11-20,4,65.81,20587.51,8.54,9.54,0.0
R020,2023-11-21,5,59.73,22692.76,8.09,9.49,2.19
R020,2023-11-22,3,62.36,21181.69,13.42,9.3,1.13
R020,2023-11-23,5,60.57,24805.35,10.54,11.57,3.72
R020,2023-11-24,6,64.44,22919.59,5.43,8.71,0.0
R020,2023-11-25,6,65.03,21162.01,14.51,10.53,0.64
R020,2023-11-26,4,53.49,26198.03,14.89,12.2,10.33
R020,2023-11-27,5,62.2,22996.0,5.01,11.41,2.17
R020,2023-11-28,5,63.37,21521.97,11.32,7.69,0.0
R020,2023-11-29,6,64.23,27362.08,14.66,11.22,1.68
R020,2023-11-30,4,54.05,23014.04,6.84,8.8,6.73
R020,2023-12-01,4,48.89,25270.17,6.76,12.37,14.25
R020,2023-12-02,5,59.95,24076.37,13.61,5.38,2.01
R020,2023-12-03,4,54.87,28077.28,12.99,11.49,8.15
R020,2023-12-04,5,61.47,21891.38,14.73,11.55,2.97
R020,2023-12-05,5,56.91,19849.99,9.35,12.02,7.32
R020,2023-12-06,4,57.64,24486.72,14.41,8.74,3.86
R020,2023-12-07,5,56.73,23978.78,12.06,6.7,4.59
R020,2023-12-08,4,64.83,21706.13,10.75,6.81,0.0
R020,2023-12-09,5,52.78,24818.4,8.38,7.6,7.75
R020,2023-12-10,5,58.28,23755.54,9.6,10.84,4.46
R020,2023-12-11,3,69.57,23619.26,7.51,9.09,1.04
R020,2023-12-12,6,59.69,23243.98,5.07,14.33,8.57
R020,2023-12-13,6,56.88,26255.29,8.38,12.56,8.16
R020,2023-12-14,6,62.33,24950.21,12.68,11.11,1.62
R020,2023-12-15,5,63.18,21399.74,7.02,11.24,1.7
R020,2023-12-16,5,57.97,23162.97,7.18,9.05,3.6
R020,2023-12-17,3,63.07,22365.13,8.87,11.21,2.7
R020,2023-12-18,4,71.22,22520.12,5.52,10.39,0.44
R020,2023-12-19,4,66.41,21980.61,9.11,10.05,0.0
R020,2023-12-20,4,58.99,26950.57,9.65,10.61,3.54
R020,2023-12-21,5,64.31,24560.55,5.68,11.6,2.24
R020,2023-12-22,5,62.85,26034.12,12.69,10.31,0.3
R020,2023-12-23,3,66.32,25242.5,6.14,13.14,5.6
R020,2023-12-24,5,62.35,25711.73,6.04,9.52,0.1
R020,2023-12-25,4,65.98,23800.54,5.07,10.61,0.76
R020,2023-12-26,5,61.13,22067.92,9.86,8.63,1.07
R020,2023-12-27,5,65.1,25048.64,13.76,11.3,1.79
R020,2023-12-28,4,63.88,23885.92,14.94,17.0,10.35
R020,2023-12-29,3,66.7,25888.87,7.91,8.37,1.04
R020,2023-12-30,4,74.07,25442.42,14.36,11.23,1.69
R020,2023-12-31,4,54.09,20846.53,13.21,9.75,6.7
R020,2024-01-01,5,62.27,22614.28,14.58,10.92,1.38
R020,2024-01-02,5,63.16,25069.54,10.54,10.02,0.0
R020,2024-01-03,4,62.48,25802.63,6.48,12.44,3.51
R020,2024-01-04,5,63.74,23335.74,12.9,11.18,1.62
R020,2024-01-05,6,64.63,24718.28,8.13,11.11,1.51
R020,2024-01-06,4,59.67,21025.97,8.75,10.2,2.39
R020,2024-01-07,3,62.76,20382.34,14.23,12.7,4.94
R020,2024-01-08,6,55.49,22964.55,13.29,7.81,5.58
R020,2024-01-09,5,67.68,23648.97,9.33,9.57,0.0
R020,2024-01-10,7,62.29,25509.88,13.79,8.03,0.15
R020,2024-01-11,7,60.51,22431.31,11.63,11.72,3.99
R020,2024-01-12,6,61.42,28663.09,9.45,9.13,0.84
R020,2024-01-13,3,67.18,25697.56,5.78,10.4,1.48
R020,2024-01-14,6,57.84,22135.91,12.52,11.98,6.51
R020,2024-01-15,5,55.24,23477.15,11.24,12.12,8.81
R020,2024-01-16,5,63.95,22513.25,7.91,13.52,5.12
R020,2024-01-17,5,67.59,25212.33,11.96,7.14,0.0
R020,2024-01-18,5,54.07,24940.32,10.23,11.21,8.39
R020,2024-01-19,4,63.93,25586.6,7.06,11.71,2.41
R020,2024-01-20,6,62.26,27136.29,7.31,10.41,0.64
R020,2024-01-21,3,60.19,26536.62,6.25,12.45,6.38
R020,2024-01-22,7,49.38,20445.24,14.25,11.85,13.1
R020,2024-01-23,4,62.99,26024.29,11.15,10.85,1.12
R020,2024-01-24,5,59.46,22538.41,11.77,10.25,2.62
R020,2024-01-25,6,60.32,22506.55,10.21,12.11,4.73
R020,2024-01-26,5,64.91,22176.06,11.21,7.77,0.0
R020,2024-01-27,5,65.95,24775.17,10.06,8.71,0.0
R020,2024-01-28,3,65.63,23979.74,7.31,9.24,1.04
R020,2024-01-29,5,55.24,22904.14,6.79,11.38,7.69
R020,2024-01-30,5,61.5,24863.14,11.4,9.4,0.78
R020,2024-01-31,4,62.72,23423.27,10.28,11.67,2.35
R020,2024-02-01,6,52.96,20337.37,7.38,11.06,9.05
R020,2024-02-02,5,63.75,23573.94,11.22,11.36,1.88
R020,2024-02-03,5,64.31,24961.93,10.77,9.55,0.0
R020,2024-02-04,4,66.84,24312.37,12.45,9.8,0.0
R020,2024-02-05,5,63.65,21383.67,8.53,9.16,0.0
R020,2024-02-06,3,56.74,20557.51,5.84,13.09,10.1
R020,2024-02-07,4,65.8,22686.6,5.12,11.83,2.59
R020,2024-02-08,5,52.87,21559.99,11.37,12.39,11.11
R020,2024-02-09,5,59.46,24557.68,11.8,8.53,2.4
R020,2024-02-10,4,57.86,25184.04,12.05,6.61,3.69
R020,2024-02-11,4,64.83,28096.16,8.34,12.51,3.61
R020,2024-02-12,6,60.47,24375.29,10.75,14.51,8.22
R020,2024-02-13,6,60.15,20211.91,6.17,12.19,4.99
R020,2024-02-14,3,66.79,23264.88,8.38,12.6,4.78
R020,2024-02-15,5,62.64,21759.68,6.29,8.86,0.0
R020,2024-02-16,6,64.1,22994.0,5.23,11.21,1.66
R020,2024-02-17,5,71.95,22926.77,12.12,10.29,0.29
R020,2024-02-18,5,61.4,20460.9,11.65,11.97,3.66
R020,2024-02-19,5,62.17,20352.33,11.34,8.66,0.24
R020,2024-02-20,5,63.96,22919.53,10.46,9.86,0.0
R020,2024-02-21,5,57.78,24500.6,6.57,8.22,3.75
R020,2024-02-22,5,63.91,25303.83,10.49,10.62,0.78
R020,2024-02-23,3,67.76,25255.84,11.39,10.14,1.09
R020,2024-02-24,6,50.29,20024.29,13.42,9.11,9.74
R020,2024-02-25,5,67.44,21327.43,11.13,10.97,1.31
R020,2024-02-26,6,63.34,22217.91,11.85,7.61,0.0
R020,2024-02-27,4,56.12,23271.61,12.83,11.68,7.44
R020,2024-02-28,6,56.52,21336.04,10.39,9.17,4.76
R020,2024-02-29,4,58.28,25760.75,14.06,8.48,3.35
R020,2024-03-01,6,62.92,24821.02,6.48,12.95,4.27
R020,2024-03-02,5,53.74,23115.4,8.29,12.68,10.85
R020,2024-03-03,4,59.78,21643.64,5.51,9.39,2.15
R020,2024-03-04,6,60.95,24506.05,12.51,13.07,5.67
R020,2024-03-05,4,59.08,25918.16,5.09,10.27,2.96
R020,2024-03-06,4,72.2,23933.93,7.56,9.58,0.0
R020,2024-03-07,5,66.83,24212.98,10.9,9.04,0.0
R020,2024-03-08,5,67.13,20449.5,5.72,6.96,0.0
R020,2024-03-09,6,65.31,20946.79,5.49,12.51,3.62
R020,2024-03-10,5,61.52,22485.7,8.06,6.46,0.76
R020,2024-03-11,4,66.53,23215.77,8.4,6.78,0.0
R020,2024-03-12,4,62.86,24702.11,7.88,10.62,0.78
R020,2024-03-13,3,54.39,24578.36,9.24,10.48,8.07
R020,2024-03-14,5,58.99,24816.12,6.76,10.94,4.03
R020,2024-03-15,5,70.78,21058.17,9.51,9.21,0.0
R020,2024-03-16,6,62.05,25369.8,5.46,9.59,0.34
R020,2024-03-17,3,68.49,23158.93,9.45,9.13,1.04
R020,2024-03-18,5,58.46,25396.05,10.67,9.66,3.2
R020,2024-03-19,4,68.35,22070.81,13.57,9.36,0.0
R020,2024-03-20,6,61.66,22863.76,8.4,7.98,0.64
R020,2024-03-21,4,58.28,24103.24,14.48,7.38,3.35
R020,2024-03-22,5,56.47,24045.91,6.06,10.44,5.31
R020,2024-03-23,5,64.62,23308.14,11.46,10.07,0.0
R020,2024-03-24,6,58.44,18854.55,11.79,9.43,3.22
R020,2024-03-25,4,56.73,19934.74,6.96,12.06,7.52
R020,2024-03-26,4,61.38,23052.81,12.89,13.1,5.37
R020,2024-03-27,5,67.75,23147.61,14.08,12.08,2.96
R020,2024-03-28,5,62.7,22430.45,9.34,6.74,0.0
R020,2024-03-29,5,60.8,25509.85,12.48,11.84,3.95
R020,2024-03-30,5,55.83,25812.16,6.79,12.22,8.48
R020,2024-03-31,5,66.12,24328.37,11.51,11.05,1.42
R020,2024-04-01,5,66.92,22616.61,12.64,8.5,0.0
R020,2024-04-02,5,67.0,22671.61,14.15,9.48,0.0
R020,2024-04-03,5,63.92,23957.52,7.68,7.17,0.0
R020,2024-04-04,5,61.18,21640.26,10.95,9.98,1.03
R020,2024-04-05,5,61.7,24792.63,12.08,13.21,5.28
R020,2024-04-06,6,62.48,19085.14,14.7,8.74,0.0
R020,2024-04-07,4,49.77,22369.1,14.56,11.63,12.45
R020,2024-04-08,4,69.99,24830.09,9.74,10.99,1.33
R020,2024-04-09,5,61.39,21657.51,10.86,8.51,0.86
R020,2024-04-10,3,57.09,20250.96,13.99,11.21,7.0
R020,2024-04-11,5,61.36,19368.76,10.96,12.37,4.29
R020,2024-04-12,4,66.12,19229.71,7.68,8.97,0.0
R020,2024-04-13,5,59.91,26631.29,10.14,9.91,2.05
R020,2024-04-14,4,63.98,21867.32,9.92,13.37,4.9
R020,2024-04-15,2,68.1,24696.86,5.05,9.75,5.04
R020,2024-04-16,4,51.98,24108.32,13.26,9.63,8.39
R020,2024-04-17,5,61.56,21319.2,13.7,11.35,2.6
R020,2024-04-18,7,67.41,21480.12,13.84,11.87,2.66
R020,2024-04-19,3,63.04,26245.81,11.18,11.98,3.86
R020,2024-04-20,3,57.31,26512.15,10.42,9.83,5.16
R020,2024-04-21,7,64.5,27750.49,13.46,8.38,0.0
R020,2024-04-22,5,58.82,21203.65,7.56,9.34,2.92
R020,2024-04-23,5,68.16,22975.33,13.16,13.62,5.28
R020,2024-04-24,5,65.34,25133.91,10.21,5.53,0.0
R020,2024-04-25,4,67.17,21366.94,9.16,12.13,3.05
R020,2024-04-26,4,58.98,20307.93,13.18,6.69,2.79
R020,2024-04-27,7,59.19,21596.03,12.81,6.13,2.62
R020,2024-04-28,5,59.44,21565.04,5.53,11.24,4.12
R020,2024-04-29,3,59.98,24820.85,10.41,11.26,4.76
R020,2024-04-30,5,68.69,26079.0,5.2,10.39,0.44
R020,2024-05-01,5,61.6,24170.83,12.99,5.82,0.69
R020,2024-05-02,5,59.91,25038.86,9.64,12.61,5.81
R020,2024-05-03,5,64.38,24848.17,10.25,12.33,3.34
R020,2024-05-04,5,58.89,25426.78,11.02,8.78,2.86
R020,2024-05-05,4,63.14,22244.49,12.23,8.51,0.0
R020,2024-05-06,5,67.21,24733.51,10.92,9.65,0.0
R020,2024-05-07,5,68.34,22311.11,12.02,9.8,0.0
R020,2024-05-08,5,52.28,27468.93,12.14,6.55,8.15
R020,2024-05-09,5,64.49,30703.12,14.15,9.14,0.0
R020,2024-05-10,3,57.62,24251.63,7.48,10.77,5.92
R020,2024-05-11,4,61.01,24605.62,9.89,12.59,4.9
R020,2024-05-12,4,59.33,22423.28,6.28,9.66,2.51
R020,2024-05-13,4,65.29,24183.28,12.6,10.63,0.79
R020,2024-05-14,6,62.17,25777.05,14.52,14.89,7.42
R020,2024-05-15,4,65.22,24180.17,10.01,9.91,0.0
R020,2024-05-16,7,67.07,21828.3,12.07,10.66,0.84
R020,2024-05-17,6,66.04,19465.41,5.57,10.14,0.06
R020,2024-05-18,6,77.06,24963.36,14.46,7.3,0.0
R020,2024-05-19,4,61.53,24643.71,7.14,7.78,0.75
R020,2024-05-20,5,60.5,24909.69,9.76,11.22,3.25
R020,2024-05-21,4,60.95,24973.56,9.47,10.03,1.22
R020,2024-05-22,4,63.95,20912.75,6.28,9.59,0.0
R020,2024-05-23,4,62.53,24391.14,8.79,11.35,1.88
R020,2024-05-24,7,65.84,25804.25,14.66,12.69,3.88
R020,2024-05-25,5,57.21,20964.03,10.65,13.3,9.0
R020,2024-05-26,3,62.86,22065.16,7.95,8.55,1.04
R020,2024-05-27,4,55.81,28049.79,8.46,9.27,5.33
R020,2024-05-28,4,66.23,20756.73,5.72,13.91,5.72
R020,2024-05-29,3,60.84,23508.65,13.61,10.4,2.79
R020,2024-05-30,5,62.86,23792.48,5.21,10.29,0.28
R020,2024-05-31,3,60.29,22825.68,12.96,12.11,5.79
R020,2024-06-01,3,59.27,23501.97,12.25,14.45,10.11
R020,2024-06-02,6,53.66,24075.95,6.52,6.54,7.04
R020,2024-06-03,7,67.0,20041.38,10.19,13.88,5.66
R020,2024-06-04,7,70.43,24365.57,12.98,10.28,0.27
R020,2024-06-05,4,64.55,21292.6,11.0,13.31,4.81
R020,2024-06-06,4,59.9,21517.97,6.28,9.52,2.05
R020,2024-06-07,3,64.75,23793.12,13.61,8.25,1.04
R020,2024-06-08,7,62.12,22852.82,7.56,8.66,0.28
R020,2024-06-09,4,59.9,27629.8,9.98,12.46,5.59
R020,2024-06-10,5,54.46,23926.84,8.64,8.85,6.41
R020,2024-06-11,4,58.18,21434.71,7.01,10.04,3.43
R020,2024-06-12,6,58.27,22586.45,11.03,9.77,3.36
R020,2024-06-13,3,59.74,25019.58,11.96,8.91,3.21
R020,2024-06-14,4,62.99,28869.87,8.83,12.96,4.28
R020,2024-06-15,4,70.87,22149.93,7.38,12.97,4.3
R020,2024-06-16,4,63.29,24925.83,10.47,6.41,0.0
R020,2024-06-17,3,58.33,24738.02,6.95,10.26,4.59
R020,2024-06-18,5,64.09,28131.22,5.41,9.39,0.0
R020,2024-06-19,5,64.6,22773.48,10.74,6.26,0.0
R020,2024-06-20,4,57.82,23711.33,9.53,9.96,3.72
R020,2024-06-21,4,69.61,23721.48,11.11,12.63,3.79
R020,2024-06-22,6,60.0,24329.93,11.53,9.84,1.98
R020,2024-06-23,5,56.93,25008.63,14.59,9.26,4.43
R020,2024-06-24,5,67.54,23213.71,11.98,9.75,0.0
R020,2024-06-25,3,72.48,22064.38,6.5,7.29,1.04
R020,2024-06-26,6,50.54,23549.95,9.09,7.69,9.54
R020,2024-06-27,5,61.74,22622.94,7.83,12.46,4.11
R020,2024-06-28,5,59.54,24183.92,10.0,9.79,2.35
R020,2024-06-29,4,58.85,23196.05,6.88,8.39,2.89
R020,2024-06-30,5,66.19,22954.69,12.72,9.36,0.0
R020,2024-07-01,4,62.14,23091.67,6.96,9.94,0.26
R020,2024-07-02,5,65.57,25985.46,13.41,15.95,8.77
R020,2024-07-03,5,56.47,23314.71,6.98,10.29,5.08
R020,2024-07-04,5,67.7,23216.97,5.49,9.67,0.0
R020,2024-07-05,3,68.61,22343.52,6.63,7.77,1.04
R020,2024-07-06,3,64.87,22577.12,5.91,6.81,1.04
R020,2024-07-07,6,53.96,20808.5,10.7,10.18,6.92
R020,2024-07-08,4,60.69,24580.22,8.78,9.0,1.43
R020,2024-07-09,4,59.31,27493.79,8.75,9.31,2.53
R020,2024-07-10,5,63.8,24932.46,9.48,6.86,0.0
R020,2024-07-11,5,63.84,21266.01,13.97,8.87,0.0
R020,2024-07-12,6,64.91,23375.79,6.44,7.68,0.0
R020,2024-07-13,6,71.76,26154.72,9.07,8.84,0.0
R020,2024-07-14,6,55.66,24270.56,13.5,12.63,9.24
R020,2024-07-15,2,59.74,23841.89,14.61,11.75,9.68
R020,2024-07-16,5,69.95,20559.21,14.62,10.13,0.03
R020,2024-07-17,6,56.9,24021.01,12.75,11.16,6.05
R020,2024-07-18,3,60.9,24719.81,9.18,10.84,3.41
R020,2024-07-19,5,66.55,26255.75,8.55,7.23,0.0
R020,2024-07-20,6,58.07,23845.02,12.86,9.66,3.52
R020,2024-07-21,5,56.92,24471.65,11.04,10.38,4.85
R020,2024-07-22,6,64.3,22426.35,5.12,7.4,0.0
R020,2024-07-23,4,55.9,22920.25,8.6,8.64,5.26
R020,2024-07-24,6,57.56,25308.98,9.76,6.63,3.93
R020,2024-07-25,5,68.13,22097.45,9.74,8.68,0.0
R020,2024-07-26,5,58.09,23555.44,9.82,13.73,8.94
R020,2024-07-27,6,64.5,19885.22,10.33,11.79,2.53
R020,2024-07-28,4,66.38,21959.73,6.61,11.99,2.83
R020,2024-07-29,5,62.36,23738.02,11.34,10.08,0.09
R020,2024-07-30,3,54.02,24973.4,6.27,10.41,8.26
R020,2024-07-31,5,63.43,22909.28,13.41,6.42,0.0
R020,2024-08-01,3,60.69,22216.75,7.06,13.17,7.07
R020,2024-08-02,6,60.17,19361.25,7.08,10.72,2.76
R020,2024-08-03,5,60.26,27480.43,6.82,10.1,1.77
R020,2024-08-04,4,58.56,22311.17,5.13,8.52,3.12
R020,2024-08-05,7,63.68,22661.95,14.15,8.35,0.0
R020,2024-08-06,5,63.92,24712.76,7.43,9.24,0.0
R020,2024-08-07,6,70.03,23732.14,5.59,10.78,1.02
R020,2024-08-08,3,61.58,24670.07,5.71,15.09,9.22
R020,2024-08-09,5,63.04,22508.51,5.55,5.81,0.0
R020,2024-08-10,5,57.77,21707.35,14.13,10.25,3.98
R020,2024-08-11,4,64.67,22492.89,6.71,9.67,0.0
R020,2024-08-12,5,70.72,25799.37,9.0,14.12,6.03
R020,2024-08-13,5,64.86,24383.16,10.04,9.54,0.0
R020,2024-08-14,6,69.07,24889.12,9.55,10.84,1.11
R020,2024-08-15,5,59.13,24642.72,9.51,10.4,3.12
R020,2024-08-16,5,62.94,25105.88,10.78,11.12,1.52
R020,2024-08-17,3,57.61,23331.76,14.36,9.44,4.92
R020,2024-08-18,3,53.32,23937.21,14.14,13.68,13.72
R020,2024-08-19,4,66.53,26263.76,12.82,10.13,0.04
R020,2024-08-20,4,61.17,23192.8,7.64,10.55,1.71
R020,2024-08-21,6,66.38,24323.11,8.85,11.19,1.64
R020,2024-08-22,6,60.8,26041.79,9.6,12.0,4.18
R020,2024-08-23,4,71.96,24727.0,13.63,9.37,0.0
R020,2024-08-24,5,70.06,25827.4,12.02,9.78,0.0
R020,2024-08-25,5,58.97,25138.54,5.99,14.93,10.03
R020,2024-08-26,4,63.93,26227.87,14.68,10.94,1.26
R020,2024-08-27,5,69.32,27228.41,11.62,8.15,0.0
R020,2024-08-28,3,62.38,26271.48,5.27,10.19,1.24
R020,2024-08-29,6,71.23,25420.33,6.72,9.59,0.0
R020,2024-08-30,6,62.59,22940.63,11.29,13.79,5.53
R020,2024-08-31,3,59.33,24064.53,10.61,9.14,3.55
R020,2024-09-01,6,51.09,22587.7,14.49,6.04,9.1
R020,2024-09-02,4,64.79,26183.92,13.4,8.84,0.0
R020,2024-09-03,4,55.75,24748.55,10.59,12.46,8.92
R020,2024-09-04,6,74.24,24824.74,13.14,12.09,2.99
R020,2024-09-05,5,70.86,27077.69,13.28,9.16,0.0
R020,2024-09-06,3,66.76,23246.62,7.65,10.2,1.18
R020,2024-09-07,3,64.87,25355.98,10.24,10.41,1.49
R020,2024-09-08,6,67.73,23084.02,12.76,11.7,2.4
R020,2024-09-09,5,59.48,26330.3,12.22,11.4,4.34
R020,2024-09-10,5,61.82,24157.82,9.69,10.88,1.69
R020,2024-09-11,5,48.2,22512.37,10.55,9.8,11.41
R020,2024-09-12,4,54.68,20078.61,6.48,9.5,6.23
R020,2024-09-13,5,60.94,25611.55,5.71,11.4,3.17
R020,2024-09-14,5,58.14,23581.01,10.26,9.16,3.47
R020,2024-09-15,5,56.09,23657.32,8.81,6.52,5.1
R020,2024-09-16,3,64.17,26560.69,10.0,9.3,1.04
R020,2024-09-17,4,61.97,21541.48,11.82,14.19,6.53
R020,2024-09-18,4,69.04,25425.81,8.55,11.1,1.5
R020,2024-09-19,6,52.47,22612.43,10.97,7.5,8.0
R020,2024-09-20,3,65.73,21470.88,9.18,9.29,1.04
R020,2024-09-21,3,66.08,21562.91,9.65,9.01,1.04
R020,2024-09-22,3,58.65,22279.18,8.4,13.57,9.3
R020,2024-09-23,5,68.53,28231.75,5.52,10.25,0.23
R020,2024-09-24,5,56.67,24113.69,10.84,8.48,4.64
R020,2024-09-25,3,52.84,24118.84,7.39,12.07,11.69
R020,2024-09-26,3,68.42,22595.29,9.63,10.5,1.63
R020,2024-09-27,6,64.52,24216.4,13.84,6.59,0.0
R020,2024-09-28,5,58.69,22437.11,9.56,12.66,6.86
R020,2024-09-29,7,60.01,23309.4,5.52,10.31,2.28
R020,2024-09-30,6,61.43,24840.35,10.95,9.68,0.83
R020,2024-10-01,4,63.87,21375.77,11.25,10.51,0.61
R020,2024-10-02,4,66.34,25779.84,8.97,10.11,0.01
R020,2024-10-03,6,73.72,20576.97,7.91,8.36,0.0
R020,2024-10-04,6,66.63,25010.22,9.44,7.75,0.0
R020,2024-10-05,4,57.79,22405.44,7.5,8.1,3.74
R020,2024-10-06,5,65.42,22908.74,14.11,9.43,0.0
R020,2024-10-07,6,68.91,26107.26,10.07,9.63,0.0
R020,2024-10-08,3,58.65,25095.91,11.33,9.99,4.09
R020,2024-10-09,3,67.3,25729.43,10.4,8.9,1.04
R020,2024-10-10,4,55.75,23266.43,5.5,9.06,5.37
R020,2024-10-11,6,61.8,22874.28,11.35,10.14,0.6
R020,2024-10-12,3,65.36,22676.08,12.26,9.08,1.04
R020,2024-10-13,4,60.17,24933.73,14.09,9.9,1.84
R020,2024-10-14,4,65.6,23379.98,11.04,8.91,0.0
R020,2024-10-15,5,72.42,24306.11,5.17,8.43,0.0
R020,2024-10-16,6,56.8,23645.71,6.22,8.46,4.53
R020,2024-10-17,5,53.73,23505.17,7.33,10.37,7.4
R020,2024-10-18,7,66.46,24880.48,9.49,10.04,0.0
R020,2024-10-19,4,62.24,24893.99,9.37,7.66,0.19
R020,2024-10-20,4,55.16,20740.24,9.31,8.8,5.85
R020,2024-10-21,4,62.2,22628.48,11.49,8.49,0.22
R020,2024-10-22,6,67.33,25132.87,6.57,11.34,1.85
R020,2024-10-23,4,64.57,24804.37,11.86,9.37,0.0
R020,2024-10-24,5,65.46,24415.86,5.85,14.51,6.61
R020,2024-10-25,4,59.91,26676.86,8.87,10.44,2.55
R020,2024-10-26,6,60.76,23039.23,14.51,10.4,1.81
R020,2024-10-27,6,65.32,25316.06,6.56,6.32,0.0
R020,2024-10-28,4,69.5,24233.57,10.3,12.41,3.46
R020,2024-10-29,5,56.76,23570.59,5.54,13.32,9.4
R020,2024-10-30,6,54.66,23467.67,12.11,11.06,7.68
R020,2024-10-31,6,61.34,22282.93,7.27,8.97,0.9
R020,2024-11-01,4,68.28,21558.82,13.15,10.96,1.28
R020,2024-11-02,6,55.52,22953.52,8.54,7.53,5.56
R020,2024-11-03,4,64.22,21570.03,10.81,11.08,1.47
R020,2024-11-04,7,69.65,20724.65,11.0,11.55,2.16
R020,2024-11-05,5,66.74,26173.77,12.79,9.77,0.0
R020,2024-11-06,3,69.11,25752.68,8.07,10.21,1.2
R020,2024-11-07,4,65.36,22936.55,7.02,13.64,5.31
R020,2024-11-08,5,58.53,25430.17,11.17,9.27,3.15
R020,2024-11-09,4,60.7,24138.95,12.25,13.2,6.06
R020,2024-11-10,5,63.62,27817.54,11.82,8.22,0.0
R020,2024-11-11,5,61.96,21650.0,11.1,13.48,5.48
R020,2024-11-12,4,64.62,24633.18,9.06,9.97,0.0
R020,2024-11-13,5,54.15,26159.49,13.31,7.38,6.65
R020,2024-11-14,4,71.98,23648.18,12.26,10.44,0.51
R020,2024-11-15,6,65.68,23100.8,11.72,8.25,0.0
R020,2024-11-16,5,67.69,28617.0,5.14,11.19,1.63
R020,2024-11-17,4,56.83,19928.27,7.43,11.55,6.68
R020,2024-11-18,6,61.39,24604.3,6.23,9.78,0.86
R020,2024-11-19,3,56.23,26145.97,9.03,5.66,6.03
R020,2024-11-20,4,53.69,21525.9,5.86,9.72,7.02
R020,2024-11-21,4,69.93,23803.42,5.81,8.61,0.0
R020,2024-11-22,8,66.7,22075.68,13.01,8.94,0.0
R020,2024-11-23,5,60.82,24612.58,8.02,9.81,1.32
R020,2024-11-24,4,61.91,21609.74,12.04,11.75,2.93
R020,2024-11-25,5,59.5,21164.33,10.83,8.68,2.37
R020,2024-11-26,6,65.55,24428.53,13.65,11.12,1.53
R020,2024-11-27,5,58.54,23098.31,13.52,13.37,8.04
R020,2024-11-28,5,59.26,25506.18,5.72,8.93,2.57
R020,2024-11-29,3,56.95,24950.79,14.91,8.7,5.45
R020,2024-11-30,3,69.41,23020.71,12.9,9.15,1.04
R020,2024-12-01,3,53.87,19887.53,11.71,8.79,7.92
R020,2024-12-02,3,63.27,21318.42,12.9,10.38,1.45
R020,2024-12-03,6,59.35,24855.12,13.88,8.73,2.5
R020,2024-12-04,5,53.86,26353.04,5.4,8.62,6.89
R020,2024-12-05,7,63.4,22108.08,14.66,6.83,0.0
R020,2024-12-06,7,57.59,22869.0,11.64,10.03,3.9
R020,2024-12-07,5,57.79,24114.07,8.22,11.12,5.27
R020,2024-12-08,5,60.81,23734.46,8.38,8.31,1.33
R020,2024-12-09,4,66.35,20512.26,12.28,8.29,0.0
R020,2024-12-10,4,56.35,23519.01,6.43,8.65,4.9
R020,2024-12-11,3,65.45,23761.07,9.5,6.86,1.04
R020,2024-12-12,3,60.44,23327.53,13.9,6.71,2.66
R020,2024-12-13,6,66.97,20606.53,5.99,9.8,0.0
R020,2024-12-14,4,67.08,23061.88,5.24,12.81,4.07
