lead_id,customer_id,country,service_type,lead_date,assigned_at,converted_at,lead_status,lead_source
L02375,C03574,NL,payroll,2023-12-05,2023-12-06,2023-12-28,converted,organic
L02376,C03438,NL,payroll,2023-12-04,,,unassigned,paid
L02377,C03673,NL,tax_advisory,2024-01-19,2024-01-20,,lost,paid
L02378,C03582,NL,audit,2024-01-27,2024-01-28,2024-02-18,converted,organic
L02379,C03639,NL,tax_advisory,2024-01-27,2024-01-27,2024-02-04,converted,referral
L02380,C03524,NL,audit,2024-01-27,2024-02-02,2024-02-05,converted,organic
L02381,C03556,NL,audit,2024-01-05,2024-01-10,2024-01-18,converted,paid
L02382,C03223,NL,bookkeeping,2024-01-16,2024-01-16,2024-02-04,converted,paid
L02383,C03467,NL,audit,2024-01-13,2024-01-14,,lost,organic
L02384,C03711,NL,payroll,2024-01-21,2024-01-22,2024-02-10,converted,partner
L02385,C03251,NL,payroll,2024-01-17,2024-01-17,2024-01-24,converted,organic
L02386,C03200,NL,bookkeeping,2024-01-22,2024-01-22,2024-01-31,converted,partner
L02387,C03258,NL,audit,2024-01-05,,,unassigned,partner
L02388,C03599,NL,bookkeeping,2024-01-07,2024-01-08,,lost,partner
L02389,C03593,NL,tax_advisory,2024-01-24,2024-01-28,,pending,partner
L02390,C03487,NL,bookkeeping,2024-01-01,,,unassigned,organic
L02391,C03558,NL,bookkeeping,2024-01-13,2024-01-13,2024-01-29,converted,organic
L02392,C03228,NL,accounting,2024-01-16,,,unassigned,organic
L02393,C03430,NL,audit,2024-01-08,2024-01-08,,pending,partner
L02394,C03208,NL,audit,2024-01-26,2024-01-29,,pending,referral
L02395,C03508,NL,audit,2024-01-01,2024-01-01,,lost,organic
L02396,C03265,NL,audit,2024-01-25,2024-01-31,,pending,organic
L02397,C03618,NL,tax_advisory,2024-01-17,2024-01-17,,pending,partner
L02398,C03408,NL,accounting,2024-01-05,2024-01-06,2024-01-19,converted,referral
L02399,C03442,NL,payroll,2024-02-25,,,unassigned,organic
L02400,C03238,NL,audit,2024-02-23,2024-02-24,2024-03-09,converted,referral
L02401,C03317,NL,audit,2024-02-26,2024-02-26,2024-03-03,converted,organic
L02402,C03570,NL,accounting,2024-02-24,2024-02-25,2024-03-03,converted,referral
L02403,C03612,NL,payroll,2024-02-04,2024-02-05,2024-02-09,converted,paid
L02404,C03303,NL,accounting,2024-02-28,2024-02-29,,lost,organic
L02405,C03454,NL,audit,2024-02-25,2024-02-26,,pending,organic
L02406,C03398,NL,tax_advisory,2024-02-08,,,unassigned,partner
L02407,C03575,NL,tax_advisory,2024-02-18,2024-02-24,2024-03-20,converted,partner
L02408,C03210,NL,bookkeeping,2024-02-18,2024-02-18,2024-02-21,converted,paid
L02409,C03573,NL,payroll,2024-02-13,2024-02-14,2024-03-08,converted,organic
L02410,C03499,NL,payroll,2024-02-22,2024-02-22,2024-02-25,converted,organic
L02411,C03473,NL,accounting,2024-02-18,2024-02-19,2024-02-27,converted,partner
L02412,C03199,NL,audit,2024-02-14,2024-02-14,2024-02-19,converted,organic
L02413,C03547,NL,accounting,2024-02-19,2024-02-19,,lost,paid
L02414,C03518,NL,tax_advisory,2024-02-23,2024-02-29,2024-03-16,converted,referral
L02415,C03525,NL,accounting,2024-02-13,2024-02-14,,pending,organic
L02416,C03541,NL,accounting,2024-02-18,2024-02-23,,lost,paid
L02417,C03553,NL,accounting,2024-02-27,2024-02-27,,pending,paid
L02418,C03586,NL,accounting,2024-02-11,2024-02-14,,pending,organic
L02419,C03323,NL,accounting,2024-02-05,2024-02-06,,lost,paid
L02420,C03645,NL,tax_advisory,2024-02-03,2024-02-03,2024-02-12,converted,organic
L02421,C03440,NL,accounting,2024-03-02,2024-03-03,,pending,paid
L02422,C03247,NL,tax_advisory,2024-03-16,2024-03-17,,pending,paid
L02423,C03480,NL,bookkeeping,2024-03-01,2024-03-02,,lost,paid
L02424,C03467,NL,payroll,2024-03-23,2024-03-24,2024-04-06,converted,partner
L02425,C03251,NL,bookkeeping,2024-03-26,2024-04-01,2024-04-14,converted,organic
L02426,C03529,NL,bookkeeping,2024-03-08,2024-03-08,2024-03-15,converted,referral
L02427,C03383,NL,accounting,2024-03-28,2024-03-31,2024-04-09,converted,partner
L02428,C03236,NL,accounting,2024-03-14,2024-03-17,2024-03-23,converted,paid
L02429,C03605,NL,audit,2024-03-16,2024-03-19,2024-04-13,converted,organic
L02430,C03376,NL,bookkeeping,2024-03-17,2024-03-17,,lost,paid
L02431,C03286,NL,accounting,2024-03-24,2024-03-24,,lost,organic
L02432,C03202,NL,payroll,2024-03-17,,,unassigned,paid
L02433,C03232,NL,payroll,2024-03-22,,,unassigned,referral
L02434,C03234,NL,payroll,2024-03-19,2024-03-19,2024-03-28,converted,organic
L02435,C03759,NL,audit,2024-03-07,2024-03-07,,lost,organic
L02436,C03324,NL,payroll,2024-03-06,2024-03-12,,pending,referral
L02437,C03725,NL,accounting,2024-03-22,2024-03-22,,pending,partner
L02438,C03386,NL,bookkeeping,2024-03-08,,,unassigned,referral
L02439,C03683,NL,payroll,2024-03-06,2024-03-06,2024-03-20,converted,organic
L02440,C03611,NL,payroll,2024-03-12,2024-03-13,2024-03-31,converted,organic
L02441,C03216,NL,tax_advisory,2024-03-15,2024-03-16,2024-04-06,converted,partner
L02442,C03333,NL,tax_advisory,2024-03-10,2024-03-11,,pending,partner
L02443,C03443,NL,payroll,2024-04-26,2024-04-26,2024-05-19,converted,organic
L02444,C03745,NL,payroll,2024-04-03,2024-04-04,2024-04-24,converted,paid
L02445,C03582,NL,bookkeeping,2024-04-27,2024-04-27,2024-05-10,converted,referral
L02446,C03440,NL,accounting,2024-04-14,2024-04-14,,pending,paid
L02447,C03451,NL,bookkeeping,2024-04-27,2024-04-28,2024-05-11,converted,paid
L02448,C03645,NL,payroll,2024-04-14,,,unassigned,paid
L02449,C03409,NL,bookkeeping,2024-04-21,2024-04-22,2024-05-01,converted,partner
L02450,C03653,NL,bookkeeping,2024-04-22,2024-04-22,2024-04-27,converted,referral
L02451,C03494,NL,audit,2024-04-14,2024-04-15,,pending,referral
L02452,C03223,NL,payroll,2024-04-12,2024-04-13,2024-05-04,converted,partner
L02453,C03556,NL,accounting,2024-04-16,2024-04-21,2024-04-25,converted,organic
L02454,C03367,NL,bookkeeping,2024-04-09,2024-04-09,2024-04-17,converted,referral
L02455,C03712,NL,bookkeeping,2024-04-01,2024-04-02,,lost,partner
L02456,C03527,NL,accounting,2024-04-06,2024-04-12,,pending,partner
L02457,C03714,NL,payroll,2024-04-10,2024-04-10,2024-04-21,converted,partner
L02458,C03697,NL,accounting,2024-04-18,2024-04-19,2024-04-24,converted,referral
L02459,C03619,NL,audit,2024-04-10,2024-04-11,,lost,paid
L02460,C03178,NL,accounting,2024-04-14,2024-04-15,,lost,referral
L02461,C03598,NL,bookkeeping,2024-04-08,2024-04-08,2024-04-18,converted,organic
L02462,C03625,NL,bookkeeping,2024-04-15,2024-04-16,,pending,paid
L02463,C03747,NL,audit,2024-04-07,2024-04-07,,lost,organic
L02464,C03501,NL,bookkeeping,2024-04-11,,,unassigned,organic
L02465,C03220,NL,accounting,2024-05-01,2024-05-02,2024-05-08,converted,partner
L02466,C03712,NL,bookkeeping,2024-05-24,,,unassigned,paid
L02467,C03235,NL,accounting,2024-05-13,2024-05-13,2024-05-22,converted,referral
L02468,C03639,NL,audit,2024-05-23,2024-05-24,,pending,partner
L02469,C03467,NL,tax_advisory,2024-05-14,2024-05-16,2024-05-30,converted,organic
L02470,C03600,NL,audit,2024-05-24,2024-05-24,2024-06-12,converted,paid
L02471,C03234,NL,accounting,2024-05-16,2024-05-19,2024-05-31,converted,organic
L02472,C03431,NL,accounting,2024-05-10,2024-05-11,,lost,organic
L02473,C03247,NL,bookkeeping,2024-05-27,2024-05-27,2024-06-13,converted,organic
L02474,C03775,NL,bookkeeping,2024-05-25,2024-05-25,,pending,paid
L02475,C03648,NL,audit,2024-05-24,2024-05-24,,pending,paid
L02476,C03370,NL,payroll,2024-05-09,,,unassigned,partner
L02477,C03274,NL,payroll,2024-05-14,2024-05-15,,pending,referral
L02478,C03728,NL,tax_advisory,2024-05-21,,,unassigned,partner
L02479,C03651,NL,bookkeeping,2024-05-09,2024-05-09,,pending,partner
L02480,C03621,NL,bookkeeping,2024-05-15,2024-05-20,2024-05-28,converted,referral
L02481,C03772,NL,payroll,2024-05-20,2024-05-20,2024-06-14,converted,organic
L02482,C03598,NL,audit,2024-05-15,2024-05-18,2024-05-27,converted,organic
L02483,C03500,NL,bookkeeping,2024-05-22,2024-05-24,,lost,partner
L02484,C03618,NL,tax_advisory,2024-05-26,2024-05-26,,lost,referral
L02485,C03271,NL,bookkeeping,2024-05-15,2024-05-15,2024-05-26,converted,partner
L02486,C03235,NL,tax_advisory,2024-05-18,2024-05-19,,lost,referral
L02487,C03707,NL,payroll,2024-06-26,2024-06-27,2024-07-18,converted,partner
L02488,C03241,NL,payroll,2024-06-15,2024-06-15,,lost,referral
L02489,C03624,NL,payroll,2024-06-23,2024-06-24,2024-07-18,converted,paid
L02490,C03765,NL,payroll,2024-06-27,,,unassigned,paid
L02491,C03568,NL,accounting,2024-06-16,2024-06-16,,pending,referral
L02492,C03747,NL,audit,2024-06-19,2024-06-19,2024-07-14,converted,paid
L02493,C03408,NL,tax_advisory,2024-06-27,2024-07-03,2024-07-22,converted,organic
L02494,C03578,NL,tax_advisory,2024-06-01,2024-06-04,,pending,partner
L02495,C03253,NL,payroll,2024-06-01,2024-06-01,,lost,partner
L02496,C03446,NL,audit,2024-06-26,2024-06-27,,pending,referral
L02497,C03346,NL,tax_advisory,2024-06-10,2024-06-11,2024-06-27,converted,paid
L02498,C03504,NL,accounting,2024-06-21,,,unassigned,partner
L02499,C03562,NL,audit,2024-06-10,,,unassigned,partner
L02500,C03755,NL,bookkeeping,2024-06-17,2024-06-17,2024-07-01,converted,partner
L02501,C03299,NL,payroll,2024-06-16,2024-06-16,2024-06-19,converted,paid
L02502,C03634,NL,accounting,2024-06-08,2024-06-08,,lost,partner
L02503,C03346,NL,payroll,2024-06-28,2024-07-02,,pending,organic
L02504,C03440,NL,payroll,2024-06-26,2024-07-01,2024-07-09,converted,paid
L02505,C03200,NL,payroll,2024-06-18,2024-06-19,,lost,referral
L02506,C03668,NL,tax_advisory,2024-06-20,2024-06-21,,pending,partner
L02507,C03348,NL,tax_advisory,2024-06-08,2024-06-09,2024-06-15,converted,organic
L02508,C03737,NL,accounting,2024-06-16,2024-06-20,2024-07-11,converted,partner
L02509,C03749,NL,tax_advisory,2024-07-09,2024-07-09,,lost,partner
L02510,C03826,NL,payroll,2024-07-11,2024-07-12,,pending,paid
L02511,C03715,NL,tax_advisory,2024-07-06,2024-07-06,2024-07-10,converted,paid
L02512,C03781,NL,accounting,2024-07-26,2024-07-27,,pending,paid
L02513,C03170,NL,payroll,2024-07-02,2024-07-02,,lost,partner
L02514,C03459,NL,accounting,2024-07-11,2024-07-12,2024-07-16,converted,paid
L02515,C03437,NL,accounting,2024-07-14,2024-07-15,,lost,partner
L02516,C03305,NL,tax_advisory,2024-07-27,2024-07-29,2024-08-17,converted,paid
L02517,C03745,NL,bookkeeping,2024-07-10,2024-07-13,,lost,organic
L02518,C03355,NL,tax_advisory,2024-07-03,2024-07-06,,pending,paid
L02519,C03762,NL,payroll,2024-07-24,2024-07-24,2024-08-02,converted,paid
L02520,C03736,NL,bookkeeping,2024-07-23,,,unassigned,organic
L02521,C03401,NL,bookkeeping,2024-07-10,2024-07-11,,pending,organic
L02522,C03244,NL,audit,2024-07-06,2024-07-10,2024-08-01,converted,organic
L02523,C03782,NL,bookkeeping,2024-07-02,2024-07-02,2024-07-24,converted,paid
L02524,C03504,NL,payroll,2024-07-22,2024-07-24,2024-07-27,converted,referral
L02525,C03736,NL,accounting,2024-07-17,2024-07-17,2024-08-10,converted,partner
L02526,C03419,NL,bookkeeping,2024-07-21,,,unassigned,organic
L02527,C03293,NL,payroll,2024-07-23,2024-07-24,2024-08-18,converted,referral
L02528,C03574,NL,tax_advisory,2024-07-20,2024-07-20,2024-08-07,converted,organic
L02529,C03285,NL,bookkeeping,2024-07-22,2024-07-24,,lost,partner
L02530,C03623,NL,accounting,2024-07-26,2024-07-26,2024-08-11,converted,organic
L02531,C03833,NL,payroll,2024-08-07,2024-08-08,2024-08-15,converted,paid
L02532,C03809,NL,tax_advisory,2024-08-20,2024-08-21,,lost,organic
L02533,C03543,NL,bookkeeping,2024-08-24,2024-08-25,,lost,referral
L02534,C03591,NL,audit,2024-08-23,2024-08-23,,pending,organic
L02535,C03189,NL,accounting,2024-08-05,2024-08-06,2024-08-17,converted,paid
L02536,C03308,NL,bookkeeping,2024-08-01,2024-08-02,,pending,paid
L02537,C03487,NL,payroll,2024-08-08,2024-08-08,,pending,referral
L02538,C03581,NL,payroll,2024-08-26,2024-08-29,2024-09-01,converted,referral
L02539,C03740,NL,payroll,2024-08-28,,,unassigned,referral
L02540,C03365,NL,accounting,2024-08-18,2024-08-18,2024-09-08,converted,paid
L02541,C03458,NL,accounting,2024-08-27,2024-08-28,,pending,partner
L02542,C03579,NL,payroll,2024-08-01,2024-08-03,2024-08-19,converted,partner
L02543,C03613,NL,tax_advisory,2024-08-11,2024-08-11,2024-08-24,converted,paid
L02544,C03709,NL,accounting,2024-08-11,2024-08-12,,lost,organic
L02545,C03787,NL,payroll,2024-08-14,2024-08-18,2024-09-10,converted,paid
L02546,C03476,NL,audit,2024-08-23,2024-08-23,,lost,organic
L02547,C03792,NL,audit,2024-08-11,2024-08-12,2024-08-24,converted,organic
L02548,C03666,NL,tax_advisory,2024-08-27,,,unassigned,organic
L02549,C03485,NL,tax_advisory,2024-08-06,2024-08-06,,lost,paid
L02550,C03366,NL,payroll,2024-08-09,2024-08-10,2024-08-20,converted,partner
L02551,C03766,NL,audit,2024-08-27,2024-08-27,2024-09-12,converted,paid
L02552,C03696,NL,bookkeeping,2024-08-07,2024-08-10,2024-08-14,converted,paid
L02553,C03535,NL,accounting,2024-09-24,2024-09-24,2024-10-16,converted,partner
L02554,C03750,NL,tax_advisory,2024-09-10,2024-09-11,2024-10-06,converted,organic
L02555,C03545,NL,bookkeeping,2024-09-19,2024-09-20,,lost,organic
L02556,C03246,NL,accounting,2024-09-06,2024-09-06,,lost,referral
L02557,C03464,NL,bookkeeping,2024-09-23,2024-09-24,2024-10-15,converted,paid
L02558,C03313,NL,payroll,2024-09-06,2024-09-06,,pending,partner
L02559,C03344,NL,audit,2024-09-22,2024-09-23,2024-10-05,converted,referral
L02560,C03489,NL,bookkeeping,2024-09-24,2024-09-25,2024-10-17,converted,organic
L02561,C03492,NL,audit,2024-09-19,,,unassigned,referral
L02562,C03375,NL,payroll,2024-09-23,2024-09-24,,lost,paid
L02563,C03188,NL,bookkeeping,2024-09-17,2024-09-17,,lost,paid
L02564,C03678,NL,payroll,2024-09-12,2024-09-14,2024-09-20,converted,partner
L02565,C03323,NL,tax_advisory,2024-09-13,,,unassigned,organic
L02566,C03554,NL,bookkeeping,2024-09-03,2024-09-04,,pending,referral
L02567,C03170,NL,accounting,2024-09-08,2024-09-09,2024-09-19,converted,partner
L02568,C03480,NL,payroll,2024-09-27,2024-09-27,2024-10-06,converted,organic
L02569,C03642,NL,bookkeeping,2024-09-03,2024-09-04,2024-09-07,converted,partner
L02570,C03578,NL,payroll,2024-09-23,,,unassigned,partner
L02571,C03630,NL,tax_advisory,2024-09-28,2024-10-03,,pending,partner
L02572,C03678,NL,tax_advisory,2024-09-20,2024-09-20,2024-10-15,converted,referral
L02573,C03635,NL,bookkeeping,2024-09-26,2024-10-01,,pending,organic
L02574,C03530,NL,audit,2024-09-22,2024-09-23,,pending,referral
L02575,C03406,NL,payroll,2024-10-20,,,unassigned,paid
L02576,C03393,NL,bookkeeping,2024-10-09,2024-10-10,2024-10-17,converted,partner
L02577,C03490,NL,accounting,2024-10-07,2024-10-07,2024-10-26,converted,partner
L02578,C03780,NL,bookkeeping,2024-10-14,2024-10-14,2024-11-01,converted,referral
L02579,C03394,NL,tax_advisory,2024-10-15,2024-10-15,2024-11-02,converted,paid
L02580,C03231,NL,audit,2024-10-14,2024-10-14,2024-10-20,converted,referral
L02581,C03552,NL,tax_advisory,2024-10-16,2024-10-16,,lost,partner
L02582,C03373,NL,bookkeeping,2024-10-24,2024-10-24,,lost,organic
L02583,C03487,NL,payroll,2024-10-14,2024-10-15,,pending,organic
L02584,C03495,NL,audit,2024-10-21,2024-10-21,2024-11-09,converted,partner
L02585,C03549,NL,accounting,2024-10-18,2024-10-19,,lost,partner
L02586,C03606,NL,accounting,2024-10-28,2024-10-29,2024-11-10,converted,paid
L02587,C03836,NL,tax_advisory,2024-10-28,2024-10-28,,pending,partner
L02588,C03353,NL,tax_advisory,2024-10-05,2024-10-06,2024-10-21,converted,referral
L02589,C03806,NL,tax_advisory,2024-10-04,,,unassigned,organic
L02590,C03610,NL,audit,2024-10-15,2024-10-16,2024-10-29,converted,referral
L02591,C03868,NL,accounting,2024-10-08,2024-10-08,2024-10-23,converted,referral
L02592,C03326,NL,tax_advisory,2024-10-06,2024-10-07,,lost,referral
L02593,C03454,NL,audit,2024-10-12,2024-10-13,2024-10-18,converted,referral
L02594,C03290,NL,audit,2024-10-14,2024-10-15,2024-11-07,converted,partner
L02595,C03580,NL,accounting,2024-10-01,2024-10-01,,pending,paid
L02596,C03520,NL,audit,2024-10-27,2024-10-28,,pending,paid
L02597,C03178,NL,tax_advisory,2024-11-07,2024-11-07,2024-11-25,converted,paid
L02598,C03590,NL,audit,2024-11-24,2024-11-29,,lost,organic
L02599,C03850,NL,accounting,2024-11-11,2024-11-11,,lost,partner
L02600,C03737,NL,audit,2024-11-03,2024-11-03,,pending,organic
L02601,C03477,NL,payroll,2024-11-13,2024-11-13,,pending,partner
L02602,C03192,NL,tax_advisory,2024-11-14,2024-11-14,2024-11-19,converted,organic
L02603,C03704,NL,audit,2024-11-18,2024-11-19,2024-12-03,converted,paid
L02604,C03884,NL,accounting,2024-11-18,,,unassigned,partner
L02605,C03584,NL,accounting,2024-11-02,2024-11-03,2024-11-09,converted,referral
L02606,C03817,NL,accounting,2024-11-13,,,unassigned,paid
L02607,C03510,NL,bookkeeping,2024-11-26,2024-11-29,,pending,partner
L02608,C03758,NL,audit,2024-11-07,,,unassigned,organic
L02609,C03682,NL,accounting,2024-11-21,2024-11-21,2024-12-03,converted,organic
L02610,C03868,NL,payroll,2024-11-11,2024-11-12,2024-11-23,converted,referral
L02611,C03332,NL,bookkeeping,2024-11-12,2024-11-13,2024-11-17,converted,paid
L02612,C03772,NL,payroll,2024-11-17,2024-11-17,2024-12-07,converted,paid
L02613,C03501,NL,bookkeeping,2024-11-15,2024-11-15,,lost,partner
L02614,C03517,NL,audit,2024-11-22,2024-11-22,,pending,paid
L02615,C03783,NL,payroll,2024-11-21,2024-11-23,,pending,partner
L02616,C03526,NL,audit,2024-11-05,2024-11-06,2024-12-01,converted,paid
L02617,C03598,NL,tax_advisory,2024-11-27,2024-11-28,,lost,referral
L02618,C03713,NL,accounting,2024-11-07,2024-11-09,2024-11-16,converted,referral
L02619,C03427,NL,bookkeeping,2024-12-26,2024-12-28,2025-01-22,converted,paid
L02620,C03787,NL,tax_advisory,2024-12-04,2024-12-05,2024-12-12,converted,paid
L02621,C03421,NL,bookkeeping,2024-12-24,2024-12-24,2024-12-30,converted,paid
L02622,C03257,NL,tax_advisory,2024-12-08,2024-12-09,,pending,organic
L02623,C03657,NL,bookkeeping,2024-12-11,,,unassigned,paid
L02624,C03177,NL,audit,2024-12-27,2025-01-02,2025-01-18,converted,paid
L02625,C03801,NL,audit,2024-12-17,,,unassigned,paid
L02626,C03197,NL,tax_advisory,2024-12-26,2024-12-27,,pending,partner
L02627,C03280,NL,accounting,2024-12-12,2024-12-13,2024-12-23,converted,referral
L02628,C03202,NL,accounting,2024-12-13,2024-12-13,2024-12-31,converted,referral
L02629,C03494,NL,bookkeeping,2024-12-02,2024-12-03,2024-12-20,converted,paid
L02630,C03450,NL,bookkeeping,2024-12-21,2024-12-21,,lost,referral
L02631,C03541,NL,audit,2024-12-03,2024-12-03,,pending,paid
L02632,C03584,NL,accounting,2024-12-08,,,unassigned,referral
L02633,C03855,NL,accounting,2024-12-22,2024-12-22,2025-01-16,converted,paid
L02634,C03356,NL,tax_advisory,2024-12-22,2024-12-24,,lost,organic
L02635,C03595,NL,payroll,2024-12-08,2024-12-09,2024-12-17,converted,partner
L02636,C03261,NL,audit,2024-12-15,2024-12-15,2025-01-04,converted,organic
L02637,C03901,NL,bookkeeping,2024-12-07,2024-12-07,,pending,paid
L02638,C03903,NL,payroll,2024-12-02,2024-12-03,,lost,organic
L02639,C03514,NL,accounting,2024-12-09,2024-12-15,,lost,organic
L02640,C03769,NL,tax_advisory,2024-12-22,2024-12-22,,pending,organic
L02641,C04059,US,audit,2023-01-02,2023-01-03,,lost,organic
L02642,C04100,US,audit,2023-01-08,2023-01-09,2023-01-27,converted,partner
L02643,C04233,US,payroll,2023-01-08,2023-01-09,2023-01-12,converted,paid
L02644,C04103,US,bookkeeping,2023-01-12,2023-01-12,2023-01-24,converted,partner
L02645,C04219,US,payroll,2023-01-09,2023-01-12,2023-01-26,converted,referral
L02646,C03992,US,payroll,2023-01-21,2023-01-21,,lost,partner
L02647,C04155,US,bookkeeping,2023-01-08,2023-01-08,,pending,referral
L02648,C04216,US,tax_advisory,2023-01-27,2023-01-28,2023-02-16,converted,organic
L02649,C03972,US,audit,2023-01-04,2023-01-05,2023-01-09,converted,partner
L02650,C04075,US,payroll,2023-01-26,2023-01-26,2023-02-16,converted,partner
L02651,C03972,US,bookkeeping,2023-01-25,2023-01-26,2023-01-29,converted,paid
L02652,C03976,US,payroll,2023-01-16,,,unassigned,paid
L02653,C04109,US,payroll,2023-01-20,2023-01-21,,lost,partner
L02654,C04220,US,accounting,2023-01-21,2023-01-21,,lost,partner
L02655,C04084,US,audit,2023-01-07,2023-01-08,2023-01-18,converted,organic
L02656,C04081,US,audit,2023-01-23,2023-01-23,,pending,organic
L02657,C04155,US,tax_advisory,2023-01-12,2023-01-13,2023-01-24,converted,paid
L02658,C04220,US,tax_advisory,2023-01-12,,,unassigned,partner
L02659,C03967,US,payroll,2023-01-19,2023-01-25,,pending,referral
L02660,C04024,US,payroll,2023-01-09,2023-01-09,,pending,paid
L02661,C04241,US,audit,2023-01-04,2023-01-04,2023-01-18,converted,referral
L02662,C03999,US,payroll,2023-01-25,2023-01-26,2023-02-10,converted,partner
L02663,C03974,US,tax_advisory,2023-02-28,2023-02-28,,lost,partner
L02664,C04239,US,audit,2023-02-25,2023-02-26,,pending,partner
L02665,C04156,US,audit,2023-02-28,2023-03-01,2023-03-21,converted,referral
L02666,C03972,US,tax_advisory,2023-02-15,2023-02-16,,lost,paid
L02667,C04124,US,payroll,2023-02-28,2023-03-03,2023-03-14,converted,referral
L02668,C04218,US,bookkeeping,2023-02-03,2023-02-04,2023-02-22,converted,partner
L02669,C04015,US,payroll,2023-02-23,,,unassigned,partner
L02670,C04070,US,tax_advisory,2023-02-03,2023-02-04,2023-02-23,converted,referral
L02671,C04254,US,accounting,2023-02-24,2023-02-24,2023-03-16,converted,paid
L02672,C04179,US,accounting,2023-02-08,2023-02-08,2023-02-22,converted,paid
L02673,C04195,US,tax_advisory,2023-02-07,2023-02-07,2023-02-18,converted,paid
L02674,C04107,US,tax_advisory,2023-02-16,2023-02-16,2023-02-23,converted,referral
L02675,C04020,US,audit,2023-02-11,2023-02-11,,lost,paid
L02676,C04176,US,payroll,2023-02-12,,,unassigned,referral
L02677,C04014,US,bookkeeping,2023-02-03,2023-02-03,,pending,referral
L02678,C04156,US,tax_advisory,2023-02-15,2023-02-15,,lost,organic
L02679,C03998,US,payroll,2023-02-23,2023-02-23,2023-03-14,converted,referral
L02680,C04173,US,accounting,2023-02-05,2023-02-06,2023-02-25,converted,organic
L02681,C04030,US,payroll,2023-02-17,2023-02-17,2023-03-10,converted,paid
L02682,C03975,US,tax_advisory,2023-02-22,2023-02-23,,pending,referral
L02683,C04219,US,tax_advisory,2023-02-21,2023-02-21,2023-03-17,converted,partner
L02684,C04101,US,tax_advisory,2023-02-22,2023-02-23,,pending,partner
L02685,C04241,US,audit,2023-03-08,,,unassigned,referral
L02686,C04134,US,tax_advisory,2023-03-18,2023-03-19,,pending,paid
L02687,C04049,US,tax_advisory,2023-03-22,2023-03-22,,lost,referral
L02688,C04160,US,bookkeeping,2023-03-07,2023-03-07,,pending,organic
L02689,C04105,US,payroll,2023-03-17,2023-03-21,2023-04-02,converted,organic
L02690,C04096,US,tax_advisory,2023-03-25,2023-03-25,2023-04-13,converted,referral
L02691,C04021,US,accounting,2023-03-08,2023-03-08,2023-03-29,converted,partner
L02692,C04112,US,payroll,2023-03-16,2023-03-17,2023-03-28,converted,paid
L02693,C03981,US,bookkeeping,2023-03-19,2023-03-19,2023-03-27,converted,paid
L02694,C03972,US,accounting,2023-03-22,2023-03-23,,pending,organic
L02695,C04105,US,audit,2023-03-19,2023-03-22,,lost,partner
L02696,C04013,US,tax_advisory,2023-03-05,2023-03-05,,lost,partner
L02697,C04083,US,audit,2023-03-13,2023-03-17,,pending,referral
L02698,C04032,US,accounting,2023-03-26,2023-04-01,,lost,referral
L02699,C04167,US,audit,2023-03-14,2023-03-15,2023-03-29,converted,referral
L02700,C04199,US,accounting,2023-03-02,2023-03-03,2023-03-07,converted,organic
L02701,C04151,US,audit,2023-03-27,2023-03-31,2023-04-25,converted,partner
L02702,C04191,US,payroll,2023-03-08,2023-03-08,2023-03-21,converted,partner
L02703,C04020,US,audit,2023-03-23,2023-03-23,,lost,organic
L02704,C04168,US,payroll,2023-03-27,2023-03-28,2023-04-22,converted,organic
L02705,C04001,US,audit,2023-03-23,,,unassigned,organic
L02706,C04011,US,bookkeeping,2023-03-17,2023-03-18,2023-04-06,converted,organic
L02707,C04207,US,accounting,2023-04-02,2023-04-03,,lost,partner
L02708,C04193,US,payroll,2023-04-02,2023-04-03,,lost,partner
L02709,C04061,US,audit,2023-04-26,2023-04-26,,lost,organic
L02710,C04120,US,audit,2023-04-18,2023-04-18,,pending,paid
L02711,C04270,US,bookkeeping,2023-04-19,2023-04-22,2023-05-09,converted,paid
L02712,C04308,US,audit,2023-04-07,2023-04-07,2023-04-24,converted,paid
L02713,C04188,US,accounting,2023-04-08,2023-04-12,,lost,organic
L02714,C04148,US,audit,2023-04-05,2023-04-05,,pending,paid
L02715,C04048,US,tax_advisory,2023-04-20,2023-04-25,2023-05-16,converted,referral
L02716,C04100,US,tax_advisory,2023-04-05,2023-04-07,2023-04-17,converted,organic
L02717,C04075,US,accounting,2023-04-09,2023-04-10,2023-04-26,converted,paid
L02718,C04043,US,payroll,2023-04-23,2023-04-24,,lost,organic
L02719,C04254,US,audit,2023-04-03,2023-04-03,2023-04-09,converted,partner
L02720,C04151,US,payroll,2023-04-07,,,unassigned,organic
L02721,C04163,US,tax_advisory,2023-04-07,2023-04-07,2023-05-01,converted,referral
L02722,C04121,US,payroll,2023-04-24,2023-04-24,2023-05-06,converted,organic
L02723,C04241,US,audit,2023-04-20,,,unassigned,organic
L02724,C04205,US,tax_advisory,2023-04-24,2023-04-24,,pending,paid
L02725,C04286,US,tax_advisory,2023-04-25,2023-05-01,2023-05-09,converted,paid
L02726,C04135,US,accounting,2023-04-23,2023-04-24,2023-05-07,converted,paid
L02727,C04105,US,bookkeeping,2023-04-17,2023-04-18,2023-05-01,converted,organic
L02728,C04224,US,bookkeeping,2023-04-26,2023-04-27,,pending,partner
L02729,C04221,US,bookkeeping,2023-05-27,2023-05-28,,pending,paid
