survey_id,customer_id,survey_date,nps_score,csat_score,country,comment
SV01098,C01701,2024-01-14,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01099,C01617,2024-02-27,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01100,C01629,2024-02-12,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01101,C01666,2024-02-05,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01102,C01845,2024-02-12,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01103,C02138,2024-02-20,8,3,SE,Helt ok men kan förbättras
SV01104,C01735,2024-02-11,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01105,C02073,2024-02-12,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01106,C01957,2024-02-09,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01107,C01992,2024-02-11,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01108,C01831,2024-02-27,8,3,SE,Helt ok men kan förbättras
SV01109,C01765,2024-02-27,8,4,SE,Helt ok men kan förbättras
SV01110,C01610,2024-02-01,5,2,SE,"Inte nöjd, för långsam respons"
SV01111,C01599,2024-02-19,2,1,SE,"Inte nöjd, för långsam respons"
SV01112,C02058,2024-02-22,8,3,SE,Helt ok men kan förbättras
SV01113,C02117,2024-02-24,8,3,SE,Helt ok men kan förbättras
SV01114,C01984,2024-02-21,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01115,C01637,2024-02-19,8,4,SE,Helt ok men kan förbättras
SV01116,C01856,2024-02-23,4,3,SE,"Inte nöjd, för långsam respons"
SV01117,C01958,2024-03-21,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01118,C02001,2024-03-02,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01119,C01942,2024-03-26,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01120,C02062,2024-03-08,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01121,C01869,2024-03-22,8,3,SE,Helt ok men kan förbättras
SV01122,C01875,2024-03-16,7,4,SE,Helt ok men kan förbättras
SV01123,C01700,2024-03-19,0,3,SE,"Inte nöjd, för långsam respons"
SV01124,C01933,2024-03-13,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01125,C01925,2024-03-01,8,3,SE,Helt ok men kan förbättras
SV01126,C01609,2024-03-20,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01127,C01948,2024-03-04,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01128,C02085,2024-03-14,8,3,SE,Helt ok men kan förbättras
SV01129,C01632,2024-03-20,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01130,C02120,2024-03-16,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01131,C01904,2024-03-03,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01132,C01598,2024-03-27,5,3,SE,"Inte nöjd, för långsam respons"
SV01133,C01882,2024-03-05,7,4,SE,Helt ok men kan förbättras
SV01134,C01762,2024-03-08,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01135,C01674,2024-04-02,1,1,SE,"Inte nöjd, för långsam respons"
SV01136,C01680,2024-04-18,7,4,SE,Helt ok men kan förbättras
SV01137,C02199,2024-04-09,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01138,C01719,2024-04-12,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01139,C02173,2024-04-01,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01140,C01965,2024-04-27,7,4,SE,Helt ok men kan förbättras
SV01141,C01758,2024-04-14,8,4,SE,Helt ok men kan förbättras
SV01142,C02140,2024-04-07,8,3,SE,Helt ok men kan förbättras
SV01143,C01957,2024-04-22,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01144,C02119,2024-04-28,8,3,SE,Helt ok men kan förbättras
SV01145,C01832,2024-04-17,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01146,C01831,2024-04-16,5,2,SE,"Inte nöjd, för långsam respons"
SV01147,C01839,2024-04-10,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01148,C02078,2024-04-01,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01149,C02065,2024-04-26,7,3,SE,Helt ok men kan förbättras
SV01150,C02000,2024-04-19,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01151,C01923,2024-04-06,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01152,C02007,2024-04-12,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01153,C01754,2024-05-24,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01154,C01746,2024-05-28,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01155,C01830,2024-05-17,8,4,SE,Helt ok men kan förbättras
SV01156,C01645,2024-05-16,8,3,SE,Helt ok men kan förbättras
SV01157,C01964,2024-05-10,7,4,SE,Helt ok men kan förbättras
SV01158,C02213,2024-05-23,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01159,C01782,2024-05-26,8,4,SE,Helt ok men kan förbättras
SV01160,C01907,2024-05-27,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01161,C02092,2024-05-16,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01162,C01891,2024-05-02,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01163,C01600,2024-05-01,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01164,C01727,2024-05-15,7,3,SE,Helt ok men kan förbättras
SV01165,C01840,2024-05-20,6,2,SE,"Inte nöjd, för långsam respons"
SV01166,C02060,2024-05-26,5,1,SE,"Inte nöjd, för långsam respons"
SV01167,C01953,2024-05-02,1,2,SE,"Inte nöjd, för långsam respons"
SV01168,C01987,2024-05-15,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01169,C01612,2024-05-08,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01170,C01801,2024-05-03,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01171,C01859,2024-06-24,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01172,C02038,2024-06-19,7,3,SE,Helt ok men kan förbättras
SV01173,C02111,2024-06-12,8,3,SE,Helt ok men kan förbättras
SV01174,C01673,2024-06-08,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01175,C01785,2024-06-23,5,2,SE,"Inte nöjd, för långsam respons"
SV01176,C02187,2024-06-15,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01177,C01589,2024-06-16,7,3,SE,Helt ok men kan förbättras
SV01178,C02014,2024-06-04,8,3,SE,Helt ok men kan förbättras
SV01179,C01751,2024-06-06,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01180,C01592,2024-06-24,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01181,C02120,2024-06-14,7,3,SE,Helt ok men kan förbättras
SV01182,C02195,2024-06-13,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01183,C01754,2024-06-14,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01184,C01866,2024-06-21,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01185,C01611,2024-06-08,2,3,SE,"Inte nöjd, för långsam respons"
SV01186,C01658,2024-06-27,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01187,C01913,2024-06-03,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01188,C01898,2024-06-11,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01189,C01845,2024-07-14,7,4,SE,Helt ok men kan förbättras
SV01190,C01732,2024-07-17,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01191,C01600,2024-07-11,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01192,C01774,2024-07-27,8,3,SE,Helt ok men kan förbättras
SV01193,C01644,2024-07-10,8,4,SE,Helt ok men kan förbättras
SV01194,C01716,2024-07-13,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01195,C01855,2024-07-25,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01196,C01751,2024-07-04,5,3,SE,"Inte nöjd, för långsam respons"
SV01197,C01709,2024-07-16,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01198,C01629,2024-07-10,7,4,SE,Helt ok men kan förbättras
SV01199,C02163,2024-07-12,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01200,C02079,2024-07-16,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01201,C02069,2024-07-02,7,4,SE,Helt ok men kan förbättras
SV01202,C01641,2024-07-24,8,4,SE,Helt ok men kan förbättras
SV01203,C01694,2024-07-09,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01204,C01718,2024-07-10,2,3,SE,"Inte nöjd, för långsam respons"
SV01205,C02002,2024-07-20,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01206,C01956,2024-07-16,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01207,C02021,2024-08-05,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01208,C01732,2024-08-24,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01209,C01973,2024-08-28,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01210,C02247,2024-08-22,7,4,SE,Helt ok men kan förbättras
SV01211,C02114,2024-08-01,7,4,SE,Helt ok men kan förbättras
SV01212,C02008,2024-08-03,2,1,SE,"Inte nöjd, för långsam respons"
SV01213,C02273,2024-08-12,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01214,C02021,2024-08-08,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01215,C01896,2024-08-24,7,3,SE,Helt ok men kan förbättras
SV01216,C01658,2024-08-09,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01217,C02095,2024-08-11,0,1,SE,"Inte nöjd, för långsam respons"
SV01218,C02047,2024-08-14,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01219,C01589,2024-08-12,7,3,SE,Helt ok men kan förbättras
SV01220,C01774,2024-08-15,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01221,C01945,2024-08-17,8,4,SE,Helt ok men kan förbättras
SV01222,C02119,2024-08-15,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01223,C02089,2024-08-21,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01224,C02005,2024-08-26,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01225,C01947,2024-09-06,8,3,SE,Helt ok men kan förbättras
SV01226,C01800,2024-09-20,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01227,C02302,2024-09-14,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01228,C02166,2024-09-02,4,3,SE,"Inte nöjd, för långsam respons"
SV01229,C01955,2024-09-04,7,3,SE,Helt ok men kan förbättras
SV01230,C02302,2024-09-19,8,4,SE,Helt ok men kan förbättras
SV01231,C01681,2024-09-15,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01232,C02002,2024-09-06,7,4,SE,Helt ok men kan förbättras
SV01233,C02133,2024-09-26,1,1,SE,"Inte nöjd, för långsam respons"
SV01234,C01586,2024-09-07,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01235,C01952,2024-09-28,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01236,C01997,2024-09-16,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01237,C02247,2024-09-28,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01238,C02047,2024-09-13,5,1,SE,"Inte nöjd, för långsam respons"
SV01239,C01927,2024-09-02,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01240,C01906,2024-09-20,8,3,SE,Helt ok men kan förbättras
SV01241,C01967,2024-09-04,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01242,C02014,2024-09-25,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01243,C01723,2024-10-26,0,3,SE,"Inte nöjd, för långsam respons"
SV01244,C01943,2024-10-06,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01245,C02205,2024-10-02,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01246,C02174,2024-10-09,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01247,C02262,2024-10-26,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01248,C02118,2024-10-28,8,3,SE,Helt ok men kan förbättras
SV01249,C01638,2024-10-07,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01250,C01984,2024-10-02,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01251,C01838,2024-10-11,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01252,C01589,2024-10-28,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01253,C01807,2024-10-09,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01254,C01593,2024-10-23,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01255,C01969,2024-10-23,8,3,SE,Helt ok men kan förbättras
SV01256,C01963,2024-10-09,7,4,SE,Helt ok men kan förbättras
SV01257,C01878,2024-10-20,7,4,SE,Helt ok men kan förbättras
SV01258,C02150,2024-10-15,7,4,SE,Helt ok men kan förbättras
SV01259,C01854,2024-10-27,1,1,SE,"Inte nöjd, för långsam respons"
SV01260,C02077,2024-10-16,0,1,SE,"Inte nöjd, för långsam respons"
SV01261,C02135,2024-11-10,8,3,SE,Helt ok men kan förbättras
SV01262,C02139,2024-11-17,6,1,SE,"Inte nöjd, för långsam respons"
SV01263,C01895,2024-11-10,1,2,SE,"Inte nöjd, för långsam respons"
SV01264,C02109,2024-11-01,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01265,C02026,2024-11-06,8,3,SE,Helt ok men kan förbättras
SV01266,C01823,2024-11-06,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01267,C02301,2024-11-06,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01268,C01899,2024-11-05,8,3,SE,Helt ok men kan förbättras
SV01269,C01701,2024-11-27,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01270,C01834,2024-11-07,8,3,SE,Helt ok men kan förbättras
SV01271,C02042,2024-11-15,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01272,C01603,2024-11-18,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01273,C01788,2024-11-24,8,3,SE,Helt ok men kan förbättras
SV01274,C01692,2024-11-28,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01275,C01679,2024-11-17,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01276,C01702,2024-11-27,8,3,SE,Helt ok men kan förbättras
SV01277,C01855,2024-11-01,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01278,C02341,2024-11-21,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01279,C01787,2024-12-17,3,3,SE,"Inte nöjd, för långsam respons"
SV01280,C01766,2024-12-02,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01281,C01975,2024-12-28,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01282,C01786,2024-12-02,8,4,SE,Helt ok men kan förbättras
SV01283,C01660,2024-12-14,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01284,C01790,2024-12-05,2,1,SE,"Inte nöjd, för långsam respons"
SV01285,C01881,2024-12-16,1,3,SE,"Inte nöjd, för långsam respons"
SV01286,C02266,2024-12-20,7,3,SE,Helt ok men kan förbättras
SV01287,C02163,2024-12-11,4,1,SE,"Inte nöjd, för långsam respons"
SV01288,C02165,2024-12-08,3,2,SE,"Inte nöjd, för långsam respons"
SV01289,C01881,2024-12-10,7,4,SE,Helt ok men kan förbättras
SV01290,C02281,2024-12-07,3,2,SE,"Inte nöjd, för långsam respons"
SV01291,C02245,2024-12-23,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01292,C01963,2024-12-10,8,4,SE,Helt ok men kan förbättras
SV01293,C01959,2024-12-14,4,1,SE,"Inte nöjd, för långsam respons"
SV01294,C01886,2024-12-02,8,3,SE,Helt ok men kan förbättras
SV01295,C02246,2024-12-13,5,1,SE,"Inte nöjd, för långsam respons"
SV01296,C02021,2024-12-04,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01297,C02637,2023-01-11,7,3,DE,Insgesamt zufriedenstellender Service
SV01298,C02394,2023-01-01,2,1,DE,Zu langsam und unzuverlässig
SV01299,C02643,2023-01-25,10,4,DE,Hervorragende Qualität und Service
SV01300,C02635,2023-01-14,8,4,DE,Insgesamt zufriedenstellender Service
SV01301,C02631,2023-01-10,8,3,DE,Insgesamt zufriedenstellender Service
SV01302,C02377,2023-01-21,9,5,DE,Hervorragende Qualität und Service
SV01303,C02545,2023-01-24,7,4,DE,Insgesamt zufriedenstellender Service
SV01304,C02474,2023-01-16,10,5,DE,Hervorragende Qualität und Service
SV01305,C02469,2023-01-14,9,5,DE,Hervorragende Qualität und Service
SV01306,C02418,2023-01-16,1,3,DE,Zu langsam und unzuverlässig
SV01307,C02471,2023-01-27,7,3,DE,Insgesamt zufriedenstellender Service
SV01308,C02398,2023-01-28,9,5,DE,Hervorragende Qualität und Service
SV01309,C02598,2023-01-03,7,4,DE,Insgesamt zufriedenstellender Service
SV01310,C02558,2023-01-16,9,5,DE,Hervorragende Qualität und Service
SV01311,C02442,2023-01-04,10,4,DE,Hervorragende Qualität und Service
SV01312,C02575,2023-01-01,10,4,DE,Hervorragende Qualität und Service
SV01313,C02595,2023-01-15,9,4,DE,Hervorragende Qualität und Service
SV01314,C02387,2023-01-18,10,4,DE,Hervorragende Qualität und Service
SV01315,C02452,2023-02-14,7,4,DE,Insgesamt zufriedenstellender Service
SV01316,C02423,2023-02-06,5,2,DE,Zu langsam und unzuverlässig
SV01317,C02378,2023-02-22,10,5,DE,Hervorragende Qualität und Service
SV01318,C02648,2023-02-07,9,4,DE,Hervorragende Qualität und Service
SV01319,C02672,2023-02-02,9,5,DE,Hervorragende Qualität und Service
SV01320,C02643,2023-02-24,0,3,DE,Zu langsam und unzuverlässig
SV01321,C02497,2023-02-28,10,5,DE,Hervorragende Qualität und Service
SV01322,C02526,2023-02-17,10,4,DE,Hervorragende Qualität und Service
SV01323,C02508,2023-02-18,7,3,DE,Insgesamt zufriedenstellender Service
SV01324,C02617,2023-02-14,10,5,DE,Hervorragende Qualität und Service
SV01325,C02405,2023-02-24,9,5,DE,Hervorragende Qualität und Service
SV01326,C02401,2023-02-06,9,4,DE,Hervorragende Qualität und Service
SV01327,C02595,2023-02-22,9,5,DE,Hervorragende Qualität und Service
SV01328,C02408,2023-02-24,8,4,DE,Insgesamt zufriedenstellender Service
SV01329,C02499,2023-02-11,8,4,DE,Insgesamt zufriedenstellender Service
SV01330,C02645,2023-02-21,9,5,DE,Hervorragende Qualität und Service
SV01331,C02662,2023-02-01,7,4,DE,Insgesamt zufriedenstellender Service
SV01332,C02502,2023-02-06,5,2,DE,Zu langsam und unzuverlässig
SV01333,C02630,2023-03-10,7,3,DE,Insgesamt zufriedenstellender Service
SV01334,C02448,2023-03-22,8,4,DE,Insgesamt zufriedenstellender Service
SV01335,C02505,2023-03-09,10,5,DE,Hervorragende Qualität und Service
SV01336,C02622,2023-03-08,9,4,DE,Hervorragende Qualität und Service
SV01337,C02494,2023-03-18,9,5,DE,Hervorragende Qualität und Service
SV01338,C02563,2023-03-24,6,1,DE,Zu langsam und unzuverlässig
SV01339,C02600,2023-03-21,10,5,DE,Hervorragende Qualität und Service
SV01340,C02534,2023-03-05,0,3,DE,Zu langsam und unzuverlässig
SV01341,C02659,2023-03-27,9,5,DE,Hervorragende Qualität und Service
SV01342,C02389,2023-03-09,10,5,DE,Hervorragende Qualität und Service
SV01343,C02614,2023-03-25,0,2,DE,Zu langsam und unzuverlässig
SV01344,C02569,2023-03-15,10,5,DE,Hervorragende Qualität und Service
SV01345,C02619,2023-03-05,9,5,DE,Hervorragende Qualität und Service
SV01346,C02544,2023-03-22,8,4,DE,Insgesamt zufriedenstellender Service
SV01347,C02544,2023-03-21,9,5,DE,Hervorragende Qualität und Service
SV01348,C02520,2023-03-22,8,3,DE,Insgesamt zufriedenstellender Service
SV01349,C02616,2023-03-11,8,4,DE,Insgesamt zufriedenstellender Service
SV01350,C02598,2023-03-06,9,4,DE,Hervorragende Qualität und Service
SV01351,C02504,2023-04-18,10,4,DE,Hervorragende Qualität und Service
SV01352,C02657,2023-04-20,1,1,DE,Zu langsam und unzuverlässig
SV01353,C02457,2023-04-22,10,4,DE,Hervorragende Qualität und Service
SV01354,C02723,2023-04-12,10,5,DE,Hervorragende Qualität und Service
SV01355,C02681,2023-04-17,8,3,DE,Insgesamt zufriedenstellender Service
SV01356,C02405,2023-04-14,8,3,DE,Insgesamt zufriedenstellender Service
SV01357,C02565,2023-04-08,10,5,DE,Hervorragende Qualität und Service
SV01358,C02655,2023-04-16,2,3,DE,Zu langsam und unzuverlässig
SV01359,C02626,2023-04-02,10,4,DE,Hervorragende Qualität und Service
SV01360,C02683,2023-04-21,9,5,DE,Hervorragende Qualität und Service
SV01361,C02634,2023-04-06,10,4,DE,Hervorragende Qualität und Service
SV01362,C02721,2023-04-08,8,3,DE,Insgesamt zufriedenstellender Service
SV01363,C02404,2023-04-13,0,1,DE,Zu langsam und unzuverlässig
SV01364,C02518,2023-04-05,10,5,DE,Hervorragende Qualität und Service
SV01365,C02680,2023-04-28,10,4,DE,Hervorragende Qualität und Service
SV01366,C02527,2023-04-26,10,4,DE,Hervorragende Qualität und Service
SV01367,C02388,2023-04-20,7,3,DE,Insgesamt zufriedenstellender Service
SV01368,C02594,2023-04-02,7,4,DE,Insgesamt zufriedenstellender Service
SV01369,C02721,2023-05-28,7,3,DE,Insgesamt zufriedenstellender Service
SV01370,C02551,2023-05-11,9,4,DE,Hervorragende Qualität und Service
SV01371,C02408,2023-05-22,10,4,DE,Hervorragende Qualität und Service
SV01372,C02422,2023-05-16,9,4,DE,Hervorragende Qualität und Service
SV01373,C02585,2023-05-14,8,4,DE,Insgesamt zufriedenstellender Service
SV01374,C02607,2023-05-19,0,1,DE,Zu langsam und unzuverlässig
SV01375,C02441,2023-05-02,10,4,DE,Hervorragende Qualität und Service
SV01376,C02479,2023-05-27,8,3,DE,Insgesamt zufriedenstellender Service
SV01377,C02688,2023-05-22,10,4,DE,Hervorragende Qualität und Service
SV01378,C02385,2023-05-05,10,4,DE,Hervorragende Qualität und Service
SV01379,C02462,2023-05-14,8,3,DE,Insgesamt zufriedenstellender Service
SV01380,C02501,2023-05-15,10,5,DE,Hervorragende Qualität und Service
SV01381,C02546,2023-05-10,10,5,DE,Hervorragende Qualität und Service
SV01382,C02720,2023-05-05,3,3,DE,Zu langsam und unzuverlässig
SV01383,C02481,2023-05-12,9,5,DE,Hervorragende Qualität und Service
SV01384,C02719,2023-05-10,8,4,DE,Insgesamt zufriedenstellender Service
SV01385,C02410,2023-05-28,10,4,DE,Hervorragende Qualität und Service
SV01386,C02625,2023-05-14,0,1,DE,Zu langsam und unzuverlässig
SV01387,C02413,2023-06-26,9,4,DE,Hervorragende Qualität und Service
SV01388,C02514,2023-06-26,9,5,DE,Hervorragende Qualität und Service
SV01389,C02707,2023-06-24,9,4,DE,Hervorragende Qualität und Service
SV01390,C02617,2023-06-08,7,4,DE,Insgesamt zufriedenstellender Service
SV01391,C02698,2023-06-23,8,4,DE,Insgesamt zufriedenstellender Service
SV01392,C02503,2023-06-25,2,1,DE,Zu langsam und unzuverlässig
SV01393,C02557,2023-06-25,9,5,DE,Hervorragende Qualität und Service
SV01394,C02631,2023-06-22,10,5,DE,Hervorragende Qualität und Service
SV01395,C02510,2023-06-23,8,3,DE,Insgesamt zufriedenstellender Service
SV01396,C02450,2023-06-28,10,5,DE,Hervorragende Qualität und Service
SV01397,C02699,2023-06-09,10,5,DE,Hervorragende Qualität und Service
SV01398,C02619,2023-06-16,1,3,DE,Zu langsam und unzuverlässig
SV01399,C02681,2023-06-07,10,4,DE,Hervorragende Qualität und Service
SV01400,C02612,2023-06-26,7,4,DE,Insgesamt zufriedenstellender Service
SV01401,C02392,2023-06-21,9,4,DE,Hervorragende Qualität und Service
SV01402,C02513,2023-06-20,8,4,DE,Insgesamt zufriedenstellender Service
SV01403,C02417,2023-06-06,9,4,DE,Hervorragende Qualität und Service
SV01404,C02451,2023-06-13,5,2,DE,Zu langsam und unzuverlässig
SV01405,C02763,2023-07-16,9,5,DE,Hervorragende Qualität und Service
SV01406,C02522,2023-07-28,8,3,DE,Insgesamt zufriedenstellender Service
SV01407,C02556,2023-07-22,10,5,DE,Hervorragende Qualität und Service
SV01408,C02753,2023-07-04,5,1,DE,Zu langsam und unzuverlässig
SV01409,C02522,2023-07-08,2,1,DE,Zu langsam und unzuverlässig
SV01410,C02745,2023-07-09,9,5,DE,Hervorragende Qualität und Service
SV01411,C02586,2023-07-01,4,1,DE,Zu langsam und unzuverlässig
SV01412,C02764,2023-07-28,7,3,DE,Insgesamt zufriedenstellender Service
SV01413,C02491,2023-07-08,10,5,DE,Hervorragende Qualität und Service
SV01414,C02537,2023-07-11,10,5,DE,Hervorragende Qualität und Service
SV01415,C02486,2023-07-20,9,5,DE,Hervorragende Qualität und Service
SV01416,C02654,2023-07-23,9,4,DE,Hervorragende Qualität und Service
SV01417,C02415,2023-07-06,7,3,DE,Insgesamt zufriedenstellender Service
SV01418,C02686,2023-07-06,10,5,DE,Hervorragende Qualität und Service
SV01419,C02543,2023-07-05,9,4,DE,Hervorragende Qualität und Service
SV01420,C02655,2023-07-09,8,4,DE,Insgesamt zufriedenstellender Service
SV01421,C02703,2023-07-17,9,5,DE,Hervorragende Qualität und Service
SV01422,C02418,2023-07-15,7,4,DE,Insgesamt zufriedenstellender Service
SV01423,C02596,2023-08-09,9,4,DE,Hervorragende Qualität und Service
SV01424,C02390,2023-08-11,3,1,DE,Zu langsam und unzuverlässig
SV01425,C02508,2023-08-25,10,4,DE,Hervorragende Qualität und Service
SV01426,C02634,2023-08-24,10,4,DE,Hervorragende Qualität und Service
SV01427,C02701,2023-08-17,9,5,DE,Hervorragende Qualität und Service
SV01428,C02728,2023-08-17,10,5,DE,Hervorragende Qualität und Service
SV01429,C02699,2023-08-11,7,3,DE,Insgesamt zufriedenstellender Service
SV01430,C02579,2023-08-19,8,3,DE,Insgesamt zufriedenstellender Service
SV01431,C02558,2023-08-19,9,5,DE,Hervorragende Qualität und Service
SV01432,C02726,2023-08-09,10,4,DE,Hervorragende Qualität und Service
SV01433,C02609,2023-08-26,7,4,DE,Insgesamt zufriedenstellender Service
SV01434,C02653,2023-08-23,4,1,DE,Zu langsam und unzuverlässig
SV01435,C02755,2023-08-06,3,1,DE,Zu langsam und unzuverlässig
SV01436,C02591,2023-08-20,9,4,DE,Hervorragende Qualität und Service
SV01437,C02545,2023-08-26,10,4,DE,Hervorragende Qualität und Service
SV01438,C02634,2023-08-20,8,3,DE,Insgesamt zufriedenstellender Service
SV01439,C02421,2023-08-10,8,4,DE,Insgesamt zufriedenstellender Service
SV01440,C02481,2023-08-12,10,4,DE,Hervorragende Qualität und Service
SV01441,C02573,2023-09-28,8,4,DE,Insgesamt zufriedenstellender Service
SV01442,C02430,2023-09-21,9,4,DE,Hervorragende Qualität und Service
SV01443,C02788,2023-09-26,7,3,DE,Insgesamt zufriedenstellender Service
SV01444,C02661,2023-09-02,9,5,DE,Hervorragende Qualität und Service
SV01445,C02795,2023-09-14,10,5,DE,Hervorragende Qualität und Service
SV01446,C02765,2023-09-27,10,4,DE,Hervorragende Qualität und Service
SV01447,C02703,2023-09-01,2,1,DE,Zu langsam und unzuverlässig
SV01448,C02623,2023-09-05,10,4,DE,Hervorragende Qualität und Service
SV01449,C02481,2023-09-21,7,4,DE,Insgesamt zufriedenstellender Service
SV01450,C02507,2023-09-04,9,5,DE,Hervorragende Qualität und Service
SV01451,C02460,2023-09-16,8,3,DE,Insgesamt zufriedenstellender Service
