subscription_id,customer_id,plan_type,start_date,end_date,churn_date,churn_reason,mrr,country
S03682,C03682,basic,2023-12-27,,,,781,NL
S03683,C03683,basic,2023-12-11,,,,502,NL
S03684,C03684,basic,2023-12-26,,,,558,NL
S03685,C03685,enterprise,2023-12-10,2024-07-19,2024-07-19,competitor,7622,NL
S03686,C03686,premium,2023-12-06,,,,2693,NL
S03687,C03687,basic,2023-12-05,,,,729,NL
S03688,C03688,premium,2023-12-21,,,,2621,NL
S03689,C03689,enterprise,2023-12-25,,,,7577,NL
S03690,C03690,basic,2023-12-21,2024-05-21,2024-05-21,competitor,625,NL
S03691,C03691,enterprise,2023-12-06,,,,6764,NL
S03692,C03692,enterprise,2023-12-08,,,,4152,NL
S03693,C03693,premium,2023-12-02,,,,2093,NL
S03694,C03694,premium,2023-12-10,,,,1103,NL
S03695,C03695,basic,2023-12-10,,,,631,NL
S03696,C03696,premium,2023-12-10,,,,2422,NL
S03697,C03697,premium,2024-01-25,,,,1811,NL
S03698,C03698,basic,2024-01-28,,,,456,NL
S03699,C03699,basic,2024-01-09,,,,564,NL
S03700,C03700,premium,2024-01-24,,,,1335,NL
S03701,C03701,basic,2024-01-20,,,,696,NL
S03702,C03702,basic,2024-01-08,,,,536,NL
S03703,C03703,premium,2024-01-24,,,,1021,NL
S03704,C03704,basic,2024-01-19,,,,775,NL
S03705,C03705,premium,2024-01-03,,,,1616,NL
S03706,C03706,premium,2024-01-27,2024-04-01,2024-04-01,not_using,1532,NL
S03707,C03707,basic,2024-01-08,,,,756,NL
S03708,C03708,enterprise,2024-01-15,,,,5992,NL
S03709,C03709,basic,2024-01-07,,,,744,NL
S03710,C03710,premium,2024-01-28,,,,2208,NL
S03711,C03711,basic,2024-01-17,,,,621,NL
S03712,C03712,premium,2024-01-08,,,,1476,NL
S03713,C03713,enterprise,2024-01-06,,,,4631,NL
S03714,C03714,basic,2024-01-25,,,,774,NL
S03715,C03715,basic,2024-01-23,,,,573,NL
S03716,C03716,basic,2024-01-13,2024-05-05,2024-05-05,competitor,517,NL
S03717,C03717,basic,2024-01-11,,,,750,NL
S03718,C03718,premium,2024-01-09,,,,2674,NL
S03719,C03719,premium,2024-02-23,,,,1635,NL
S03720,C03720,premium,2024-02-20,,,,1682,NL
S03721,C03721,enterprise,2024-02-16,,,,7013,NL
S03722,C03722,enterprise,2024-02-21,,,,7155,NL
S03723,C03723,basic,2024-02-05,,,,792,NL
S03724,C03724,basic,2024-02-08,,,,450,NL
S03725,C03725,basic,2024-02-10,,,,737,NL
S03726,C03726,premium,2024-02-22,2024-09-04,2024-09-04,price_too_high,1943,NL
S03727,C03727,premium,2024-02-23,,,,2034,NL
S03728,C03728,basic,2024-02-02,,,,663,NL
S03729,C03729,premium,2024-02-20,2024-05-03,2024-05-03,price_too_high,2074,NL
S03730,C03730,enterprise,2024-02-09,,,,4738,NL
S03731,C03731,basic,2024-02-04,,,,724,NL
S03732,C03732,enterprise,2024-02-27,,,,4174,NL
S03733,C03733,basic,2024-02-13,,,,735,NL
S03734,C03734,basic,2024-02-06,,,,529,NL
S03735,C03735,premium,2024-02-24,,,,2378,NL
S03736,C03736,premium,2024-02-05,,,,1720,NL
S03737,C03737,premium,2024-02-08,,,,1058,NL
S03738,C03738,basic,2024-02-25,,,,716,NL
S03739,C03739,basic,2024-02-12,,,,595,NL
S03740,C03740,premium,2024-02-15,,,,1984,NL
S03741,C03741,premium,2024-03-10,,,,2031,NL
S03742,C03742,premium,2024-03-19,,,,1066,NL
S03743,C03743,premium,2024-03-11,,,,2578,NL
S03744,C03744,basic,2024-03-01,,,,703,NL
S03745,C03745,premium,2024-03-19,,,,1220,NL
S03746,C03746,basic,2024-03-01,,,,790,NL
S03747,C03747,basic,2024-03-11,,,,625,NL
S03748,C03748,premium,2024-03-22,2024-06-10,2024-06-10,not_using,2726,NL
S03749,C03749,basic,2024-03-17,,,,499,NL
S03750,C03750,premium,2024-03-08,,,,1121,NL
S03751,C03751,basic,2024-03-08,,,,766,NL
S03752,C03752,enterprise,2024-03-23,,,,7385,NL
S03753,C03753,enterprise,2024-03-11,,,,6974,NL
S03754,C03754,basic,2024-03-12,2024-10-17,2024-10-17,competitor,643,NL
S03755,C03755,basic,2024-03-21,,,,515,NL
S03756,C03756,premium,2024-03-02,,,,1924,NL
S03757,C03757,basic,2024-03-12,,,,738,NL
S03758,C03758,basic,2024-03-17,,,,709,NL
S03759,C03759,basic,2024-03-03,2024-08-18,2024-08-18,price_too_high,727,NL
S03760,C03760,basic,2024-03-16,,,,591,NL
S03761,C03761,basic,2024-03-18,,,,492,NL
S03762,C03762,premium,2024-03-11,,,,2752,NL
S03763,C03763,basic,2024-04-18,,,,797,NL
S03764,C03764,premium,2024-04-26,,,,2371,NL
S03765,C03765,basic,2024-04-03,,,,497,NL
S03766,C03766,basic,2024-04-27,,,,765,NL
S03767,C03767,premium,2024-04-05,2024-05-11,2024-05-11,price_too_high,1838,NL
S03768,C03768,basic,2024-04-08,,,,551,NL
S03769,C03769,enterprise,2024-04-04,,,,4648,NL
S03770,C03770,basic,2024-04-06,,,,750,NL
S03771,C03771,basic,2024-04-15,,,,450,NL
S03772,C03772,enterprise,2024-04-26,,,,4619,NL
S03773,C03773,basic,2024-04-07,,,,584,NL
S03774,C03774,basic,2024-04-09,,,,528,NL
S03775,C03775,premium,2024-04-09,2024-07-04,2024-07-04,not_using,1548,NL
S03776,C03776,premium,2024-04-21,,,,2075,NL
S03777,C03777,basic,2024-04-20,,,,764,NL
S03778,C03778,basic,2024-04-03,,,,564,NL
S03779,C03779,premium,2024-04-03,,,,1712,NL
S03780,C03780,basic,2024-04-22,,,,723,NL
S03781,C03781,basic,2024-04-14,,,,565,NL
S03782,C03782,basic,2024-04-02,,,,716,NL
S03783,C03783,premium,2024-04-13,,,,2671,NL
S03784,C03784,basic,2024-04-17,,,,782,NL
S03785,C03785,basic,2024-05-15,2024-11-08,2024-11-08,price_too_high,666,NL
S03786,C03786,enterprise,2024-05-06,,,,6206,NL
S03787,C03787,basic,2024-05-14,,,,569,NL
S03788,C03788,basic,2024-05-22,,,,625,NL
S03789,C03789,basic,2024-05-04,,,,558,NL
S03790,C03790,premium,2024-05-01,,,,1637,NL
S03791,C03791,basic,2024-05-06,,,,628,NL
S03792,C03792,premium,2024-05-16,,,,1212,NL
S03793,C03793,basic,2024-05-28,2025-01-05,2025-01-05,not_using,529,NL
S03794,C03794,basic,2024-05-26,,,,719,NL
S03795,C03795,premium,2024-05-05,,,,1794,NL
S03796,C03796,premium,2024-05-23,,,,1494,NL
S03797,C03797,premium,2024-05-20,,,,1881,NL
S03798,C03798,premium,2024-05-16,,,,1947,NL
S03799,C03799,basic,2024-05-13,,,,750,NL
S03800,C03800,basic,2024-05-25,,,,556,NL
S03801,C03801,premium,2024-05-15,,,,2357,NL
S03802,C03802,premium,2024-05-16,,,,2227,NL
S03803,C03803,enterprise,2024-05-16,2024-09-05,2024-09-05,competitor,7036,NL
S03804,C03804,enterprise,2024-05-05,2024-06-07,2024-06-07,price_too_high,4248,NL
S03805,C03805,premium,2024-05-02,,,,2630,NL
S03806,C03806,basic,2024-05-27,,,,486,NL
S03807,C03807,basic,2024-06-16,,,,561,NL
S03808,C03808,premium,2024-06-04,2024-09-24,2024-09-24,competitor,1954,NL
S03809,C03809,basic,2024-06-24,,,,514,NL
S03810,C03810,basic,2024-06-05,,,,559,NL
S03811,C03811,basic,2024-06-27,,,,482,NL
S03812,C03812,basic,2024-06-05,,,,509,NL
S03813,C03813,basic,2024-06-08,,,,770,NL
S03814,C03814,basic,2024-06-28,,,,574,NL
S03815,C03815,basic,2024-06-24,,,,625,NL
S03816,C03816,basic,2024-06-26,,,,644,NL
S03817,C03817,premium,2024-06-19,,,,2162,NL
S03818,C03818,enterprise,2024-06-06,,,,5907,NL
S03819,C03819,enterprise,2024-06-25,,,,7316,NL
S03820,C03820,premium,2024-06-17,,,,1237,NL
S03821,C03821,basic,2024-06-14,2024-07-25,2024-07-25,competitor,716,NL
S03822,C03822,premium,2024-06-11,,,,2351,NL
S03823,C03823,premium,2024-06-23,,,,2086,NL
S03824,C03824,basic,2024-06-12,,,,458,NL
S03825,C03825,basic,2024-06-08,2024-12-30,2024-12-30,price_too_high,541,NL
S03826,C03826,basic,2024-06-07,,,,602,NL
S03827,C03827,basic,2024-06-11,,,,740,NL
S03828,C03828,premium,2024-06-24,,,,2169,NL
S03829,C03829,enterprise,2024-07-13,,,,7331,NL
S03830,C03830,basic,2024-07-10,,,,556,NL
S03831,C03831,basic,2024-07-12,,,,710,NL
S03832,C03832,basic,2024-07-21,,,,521,NL
S03833,C03833,premium,2024-07-02,,,,2068,NL
S03834,C03834,enterprise,2024-07-08,,,,6180,NL
S03835,C03835,basic,2024-07-16,2024-09-09,2024-09-09,not_using,679,NL
S03836,C03836,basic,2024-07-16,,,,673,NL
S03837,C03837,premium,2024-07-20,,,,1428,NL
S03838,C03838,premium,2024-07-06,,,,1723,NL
S03839,C03839,basic,2024-07-12,,,,508,NL
S03840,C03840,basic,2024-07-23,,,,538,NL
S03841,C03841,basic,2024-07-14,,,,516,NL
S03842,C03842,premium,2024-07-08,2024-11-21,2024-11-21,competitor,2371,NL
S03843,C03843,basic,2024-07-26,,,,672,NL
S03844,C03844,basic,2024-07-01,,,,662,NL
S03845,C03845,premium,2024-07-14,,,,2253,NL
S03846,C03846,premium,2024-07-01,,,,1520,NL
S03847,C03847,basic,2024-07-13,,,,747,NL
S03848,C03848,premium,2024-07-10,,,,1056,NL
S03849,C03849,basic,2024-07-14,,,,661,NL
S03850,C03850,basic,2024-07-01,,,,510,NL
S03851,C03851,premium,2024-08-15,,,,1481,NL
S03852,C03852,premium,2024-08-16,,,,1696,NL
S03853,C03853,basic,2024-08-12,,,,509,NL
S03854,C03854,basic,2024-08-11,2025-01-15,2025-01-15,price_too_high,542,NL
S03855,C03855,basic,2024-08-13,,,,677,NL
S03856,C03856,premium,2024-08-01,2025-02-17,2025-02-17,not_using,2643,NL
S03857,C03857,basic,2024-08-16,,,,484,NL
S03858,C03858,enterprise,2024-08-06,,,,6814,NL
S03859,C03859,premium,2024-08-22,,,,1370,NL
S03860,C03860,basic,2024-08-14,,,,756,NL
S03861,C03861,basic,2024-08-22,,,,753,NL
S03862,C03862,basic,2024-08-23,,,,660,NL
S03863,C03863,premium,2024-08-11,2025-01-23,2025-01-23,competitor,1179,NL
S03864,C03864,premium,2024-08-17,,,,1079,NL
S03865,C03865,premium,2024-08-22,,,,1238,NL
S03866,C03866,premium,2024-08-23,,,,1124,NL
S03867,C03867,premium,2024-08-15,,,,1266,NL
S03868,C03868,premium,2024-08-19,2024-12-16,2024-12-16,price_too_high,2406,NL
S03869,C03869,basic,2024-08-24,,,,742,NL
S03870,C03870,basic,2024-08-28,,,,503,NL
S03871,C03871,enterprise,2024-08-02,,,,5604,NL
S03872,C03872,enterprise,2024-08-17,,,,4992,NL
S03873,C03873,basic,2024-09-26,,,,778,NL
S03874,C03874,basic,2024-09-04,,,,656,NL
S03875,C03875,premium,2024-09-05,,,,1703,NL
S03876,C03876,basic,2024-09-27,2025-01-12,2025-01-12,not_using,650,NL
S03877,C03877,premium,2024-09-21,,,,2251,NL
S03878,C03878,premium,2024-09-15,,,,2172,NL
S03879,C03879,basic,2024-09-28,2025-02-01,2025-02-01,not_using,564,NL
S03880,C03880,basic,2024-09-26,,,,719,NL
S03881,C03881,premium,2024-09-16,,,,1116,NL
S03882,C03882,premium,2024-09-15,,,,2405,NL
S03883,C03883,basic,2024-09-22,,,,701,NL
S03884,C03884,basic,2024-09-06,2025-01-08,2025-01-08,not_using,706,NL
S03885,C03885,basic,2024-09-19,,,,733,NL
S03886,C03886,enterprise,2024-09-03,,,,7016,NL
S03887,C03887,premium,2024-09-11,,,,2656,NL
S03888,C03888,basic,2024-09-09,,,,521,NL
S03889,C03889,basic,2024-09-16,,,,763,NL
S03890,C03890,basic,2024-09-23,,,,681,NL
S03891,C03891,basic,2024-09-02,,,,578,NL
S03892,C03892,basic,2024-09-26,,,,690,NL
S03893,C03893,basic,2024-09-04,,,,789,NL
S03894,C03894,premium,2024-09-22,,,,2725,NL
S03895,C03895,basic,2024-10-02,,,,620,NL
S03896,C03896,premium,2024-10-25,,,,1638,NL
S03897,C03897,basic,2024-10-21,,,,548,NL
S03898,C03898,premium,2024-10-09,,,,1059,NL
S03899,C03899,basic,2024-10-19,,,,522,NL
S03900,C03900,basic,2024-10-01,,,,526,NL
S03901,C03901,basic,2024-10-22,,,,760,NL
S03902,C03902,basic,2024-10-24,,,,505,NL
S03903,C03903,basic,2024-10-28,,,,466,NL
S03904,C03904,premium,2024-10-04,,,,2128,NL
S03905,C03905,enterprise,2024-10-19,,,,4394,NL
S03906,C03906,premium,2024-10-13,,,,1230,NL
S03907,C03907,basic,2024-10-16,,,,663,NL
S03908,C03908,basic,2024-10-05,,,,677,NL
S03909,C03909,basic,2024-10-25,,,,736,NL
S03910,C03910,enterprise,2024-10-15,,,,4990,NL
S03911,C03911,premium,2024-10-23,2025-02-27,2025-02-27,not_using,2530,NL
S03912,C03912,basic,2024-10-18,,,,662,NL
S03913,C03913,premium,2024-10-19,,,,1554,NL
S03914,C03914,basic,2024-10-27,,,,668,NL
S03915,C03915,premium,2024-10-05,,,,2672,NL
S03916,C03916,basic,2024-10-15,,,,578,NL
S03917,C03917,basic,2024-11-26,,,,525,NL
S03918,C03918,basic,2024-11-09,,,,624,NL
S03919,C03919,basic,2024-11-14,,,,653,NL
S03920,C03920,premium,2024-11-23,,,,1774,NL
S03921,C03921,basic,2024-11-21,,,,718,NL
S03922,C03922,basic,2024-11-05,,,,641,NL
S03923,C03923,basic,2024-11-27,,,,745,NL
S03924,C03924,basic,2024-11-22,,,,675,NL
S03925,C03925,premium,2024-11-01,,,,2403,NL
S03926,C03926,basic,2024-11-02,,,,478,NL
S03927,C03927,premium,2024-11-08,,,,2185,NL
S03928,C03928,premium,2024-11-15,,,,1601,NL
S03929,C03929,premium,2024-11-03,,,,2168,NL
S03930,C03930,premium,2024-11-02,,,,2509,NL
S03931,C03931,basic,2024-11-12,,,,597,NL
S03932,C03932,basic,2024-11-23,,,,491,NL
S03933,C03933,basic,2024-11-16,,,,758,NL
S03934,C03934,basic,2024-11-21,,,,614,NL
S03935,C03935,basic,2024-11-09,,,,527,NL
S03936,C03936,basic,2024-11-22,,,,492,NL
S03937,C03937,premium,2024-11-15,,,,2611,NL
S03938,C03938,premium,2024-11-07,2025-06-18,2025-06-18,competitor,2254,NL
S03939,C03939,premium,2024-12-20,,,,1161,NL
S03940,C03940,premium,2024-12-17,,,,2632,NL
S03941,C03941,basic,2024-12-24,,,,580,NL
S03942,C03942,basic,2024-12-19,,,,582,NL
S03943,C03943,basic,2024-12-15,,,,509,NL
S03944,C03944,basic,2024-12-26,,,,723,NL
S03945,C03945,premium,2024-12-20,2025-03-12,2025-03-12,competitor,1658,NL
S03946,C03946,basic,2024-12-27,,,,790,NL
S03947,C03947,premium,2024-12-21,2025-06-27,2025-06-27,competitor,2089,NL
S03948,C03948,basic,2024-12-09,,,,703,NL
S03949,C03949,premium,2024-12-11,,,,2692,NL
S03950,C03950,basic,2024-12-26,,,,762,NL
S03951,C03951,premium,2024-12-22,,,,1573,NL
S03952,C03952,premium,2024-12-06,2025-07-17,2025-07-17,price_too_high,1212,NL
S03953,C03953,basic,2024-12-03,,,,543,NL
S03954,C03954,premium,2024-12-12,,,,1370,NL
S03955,C03955,premium,2024-12-17,2025-03-18,2025-03-18,competitor,2109,NL
S03956,C03956,basic,2024-12-17,,,,600,NL
S03957,C03957,basic,2024-12-01,,,,519,NL
S03958,C03958,enterprise,2024-12-14,,,,6489,NL
S03959,C03959,basic,2024-12-23,,,,482,NL
S03960,C03960,basic,2024-12-09,,,,758,NL
S03961,C03961,premium,2022-01-11,,,,2774,US
S03962,C03962,basic,2022-01-02,,,,775,US
S03963,C03963,basic,2022-01-02,,,,795,US
S03964,C03964,basic,2022-01-18,,,,595,US
S03965,C03965,premium,2022-01-28,2022-08-14,2022-08-14,price_too_high,1266,US
S03966,C03966,basic,2022-01-16,,,,699,US
S03967,C03967,premium,2022-01-03,,,,1710,US
S03968,C03968,basic,2022-01-17,,,,671,US
S03969,C03969,premium,2022-01-01,,,,2393,US
S03970,C03970,enterprise,2022-01-06,,,,6923,US
S03971,C03971,premium,2022-01-09,,,,2240,US
S03972,C03972,enterprise,2022-01-17,,,,8163,US
S03973,C03973,basic,2022-01-11,,,,792,US
S03974,C03974,premium,2022-01-18,,,,1186,US
S03975,C03975,basic,2022-01-24,2022-04-29,2022-04-29,price_too_high,671,US
S03976,C03976,premium,2022-01-26,,,,1984,US
S03977,C03977,premium,2022-01-23,,,,1965,US
S03978,C03978,basic,2022-01-24,,,,697,US
S03979,C03979,premium,2022-01-03,,,,1372,US
S03980,C03980,premium,2022-01-09,,,,2781,US
S03981,C03981,basic,2022-01-08,,,,548,US
S03982,C03982,premium,2022-01-16,,,,1114,US
S03983,C03983,basic,2022-02-11,,,,660,US
S03984,C03984,premium,2022-02-26,,,,1938,US
S03985,C03985,premium,2022-02-04,,,,2100,US
S03986,C03986,basic,2022-02-26,,,,596,US
S03987,C03987,premium,2022-02-17,,,,2789,US
S03988,C03988,premium,2022-02-09,,,,1541,US
S03989,C03989,basic,2022-02-24,2022-05-27,2022-05-27,not_using,541,US
S03990,C03990,basic,2022-02-20,,,,674,US
S03991,C03991,premium,2022-02-08,,,,1640,US
S03992,C03992,basic,2022-02-06,,,,661,US
S03993,C03993,basic,2022-02-07,,,,474,US
S03994,C03994,premium,2022-02-01,,,,2033,US
S03995,C03995,basic,2022-02-08,,,,769,US
S03996,C03996,enterprise,2022-02-18,,,,6798,US
S03997,C03997,premium,2022-02-09,,,,1826,US
S03998,C03998,basic,2022-02-06,,,,613,US
S03999,C03999,premium,2022-02-14,,,,2427,US
S04000,C04000,basic,2022-02-16,,,,741,US
S04001,C04001,premium,2022-02-11,2022-04-01,2022-04-01,competitor,2288,US
S04002,C04002,premium,2022-02-17,,,,2719,US
S04003,C04003,basic,2022-02-20,,,,610,US
S04004,C04004,enterprise,2022-02-26,,,,8138,US
S04005,C04005,premium,2022-03-25,,,,1414,US
S04006,C04006,premium,2022-03-10,,,,2492,US
S04007,C04007,premium,2022-03-26,,,,2798,US
S04008,C04008,premium,2022-03-19,,,,1478,US
S04009,C04009,basic,2022-03-03,,,,732,US
S04010,C04010,basic,2022-03-12,2022-09-03,2022-09-03,competitor,740,US
S04011,C04011,premium,2022-03-03,2022-07-05,2022-07-05,price_too_high,1484,US
S04012,C04012,basic,2022-03-03,,,,508,US
S04013,C04013,basic,2022-03-26,,,,485,US
S04014,C04014,basic,2022-03-23,,,,729,US
S04015,C04015,basic,2022-03-10,,,,509,US
S04016,C04016,premium,2022-03-23,,,,1458,US
S04017,C04017,basic,2022-03-18,,,,758,US
S04018,C04018,basic,2022-03-19,,,,634,US
S04019,C04019,basic,2022-03-22,,,,712,US
S04020,C04020,basic,2022-03-11,,,,555,US
S04021,C04021,premium,2022-03-28,,,,1615,US
S04022,C04022,basic,2022-03-03,,,,730,US
S04023,C04023,premium,2022-03-04,2022-05-24,2022-05-24,not_using,1981,US
S04024,C04024,basic,2022-03-07,,,,577,US
S04025,C04025,basic,2022-03-14,,,,581,US
S04026,C04026,basic,2022-03-12,2022-09-29,2022-09-29,not_using,682,US
S04027,C04027,enterprise,2022-04-28,,,,6905,US
S04028,C04028,basic,2022-04-14,,,,456,US
S04029,C04029,enterprise,2022-04-20,,,,7053,US
S04030,C04030,basic,2022-04-25,,,,480,US
S04031,C04031,basic,2022-04-27,,,,703,US
S04032,C04032,basic,2022-04-21,,,,577,US
S04033,C04033,premium,2022-04-26,,,,2094,US
S04034,C04034,basic,2022-04-23,,,,548,US
S04035,C04035,premium,2022-04-15,2022-09-16,2022-09-16,competitor,2721,US
S04036,C04036,basic,2022-04-18,,,,641,US
S04037,C04037,premium,2022-04-12,,,,1433,US
S04038,C04038,enterprise,2022-04-14,,,,6346,US
S04039,C04039,premium,2022-04-16,,,,2121,US
S04040,C04040,premium,2022-04-19,,,,1492,US
S04041,C04041,basic,2022-04-14,,,,609,US
S04042,C04042,basic,2022-04-24,2022-05-23,2022-05-23,competitor,500,US
S04043,C04043,basic,2022-04-08,,,,536,US
S04044,C04044,basic,2022-04-02,,,,604,US
S04045,C04045,premium,2022-04-09,,,,1365,US
S04046,C04046,basic,2022-04-23,,,,662,US
S04047,C04047,enterprise,2022-04-13,2022-08-13,2022-08-13,not_using,6872,US
S04048,C04048,basic,2022-04-24,,,,623,US
S04049,C04049,premium,2022-05-21,,,,1692,US
S04050,C04050,basic,2022-05-26,,,,453,US
S04051,C04051,basic,2022-05-14,,,,704,US
S04052,C04052,premium,2022-05-13,2022-12-09,2022-12-09,price_too_high,1546,US
S04053,C04053,premium,2022-05-13,,,,1752,US
S04054,C04054,premium,2022-05-11,2022-08-05,2022-08-05,price_too_high,1043,US
S04055,C04055,premium,2022-05-25,,,,1832,US
S04056,C04056,basic,2022-05-18,,,,582,US
S04057,C04057,premium,2022-05-09,2022-06-06,2022-06-06,price_too_high,2150,US
S04058,C04058,premium,2022-05-23,,,,2168,US
S04059,C04059,premium,2022-05-23,,,,2216,US
S04060,C04060,premium,2022-05-20,2022-09-28,2022-09-28,price_too_high,1674,US
S04061,C04061,basic,2022-05-16,,,,456,US
S04062,C04062,basic,2022-05-07,,,,789,US
S04063,C04063,basic,2022-05-06,,,,659,US
S04064,C04064,basic,2022-05-27,,,,713,US
S04065,C04065,basic,2022-05-02,,,,734,US
S04066,C04066,premium,2022-05-22,,,,2343,US
S04067,C04067,enterprise,2022-05-02,,,,6271,US
S04068,C04068,enterprise,2022-05-06,,,,5808,US
S04069,C04069,premium,2022-05-07,,,,2381,US
S04070,C04070,premium,2022-05-22,,,,1255,US
S04071,C04071,basic,2022-06-16,,,,663,US
S04072,C04072,basic,2022-06-09,,,,502,US
S04073,C04073,premium,2022-06-02,,,,2638,US
S04074,C04074,enterprise,2022-06-07,,,,8028,US
S04075,C04075,premium,2022-06-08,,,,1988,US
S04076,C04076,basic,2022-06-15,,,,736,US
S04077,C04077,premium,2022-06-08,,,,1321,US
S04078,C04078,enterprise,2022-06-18,2022-10-20,2022-10-20,not_using,7127,US
S04079,C04079,basic,2022-06-13,,,,727,US
S04080,C04080,premium,2022-06-07,,,,1739,US
S04081,C04081,premium,2022-06-25,2022-09-01,2022-09-01,not_using,1222,US
S04082,C04082,premium,2022-06-24,,,,2534,US
S04083,C04083,premium,2022-06-02,,,,2590,US
S04084,C04084,premium,2022-06-23,,,,2653,US
S04085,C04085,premium,2022-06-02,,,,2541,US
S04086,C04086,basic,2022-06-08,,,,529,US
S04087,C04087,basic,2022-06-24,,,,659,US
S04088,C04088,premium,2022-06-14,,,,2635,US
S04089,C04089,basic,2022-06-11,,,,652,US
S04090,C04090,basic,2022-06-17,,,,750,US
S04091,C04091,premium,2022-06-01,,,,1396,US
S04092,C04092,basic,2022-06-06,,,,763,US
S04093,C04093,basic,2022-07-17,,,,589,US
S04094,C04094,basic,2022-07-04,,,,552,US
S04095,C04095,premium,2022-07-01,,,,2721,US
S04096,C04096,enterprise,2022-07-24,,,,5511,US
S04097,C04097,premium,2022-07-07,2023-02-09,2023-02-09,not_using,2091,US
S04098,C04098,premium,2022-07-08,,,,2705,US
S04099,C04099,basic,2022-07-22,,,,746,US
S04100,C04100,premium,2022-07-23,,,,2431,US
S04101,C04101,premium,2022-07-18,,,,2341,US
S04102,C04102,basic,2022-07-01,,,,550,US
S04103,C04103,basic,2022-07-07,,,,774,US
S04104,C04104,enterprise,2022-07-12,,,,3903,US
S04105,C04105,basic,2022-07-19,,,,770,US
S04106,C04106,basic,2022-07-14,2022-11-05,2022-11-05,not_using,458,US
S04107,C04107,premium,2022-07-12,,,,2415,US
S04108,C04108,basic,2022-07-26,,,,530,US
S04109,C04109,premium,2022-07-23,,,,1405,US
S04110,C04110,basic,2022-07-17,,,,584,US
S04111,C04111,premium,2022-07-18,,,,1077,US
S04112,C04112,enterprise,2022-07-15,,,,8042,US
S04113,C04113,basic,2022-07-23,,,,498,US
S04114,C04114,enterprise,2022-07-27,,,,6772,US
S04115,C04115,premium,2022-08-18,,,,1182,US
S04116,C04116,basic,2022-08-17,,,,690,US
S04117,C04117,basic,2022-08-12,2022-10-29,2022-10-29,not_using,796,US
S04118,C04118,basic,2022-08-20,,,,755,US
S04119,C04119,premium,2022-08-12,,,,1849,US
S04120,C04120,basic,2022-08-03,,,,561,US
S04121,C04121,premium,2022-08-22,,,,1957,US
S04122,C04122,enterprise,2022-08-08,,,,6674,US
S04123,C04123,premium,2022-08-24,,,,2494,US
S04124,C04124,premium,2022-08-19,,,,1872,US
S04125,C04125,basic,2022-08-19,,,,604,US
S04126,C04126,premium,2022-08-24,,,,2527,US
S04127,C04127,enterprise,2022-08-25,,,,5419,US
S04128,C04128,premium,2022-08-20,,,,1187,US
S04129,C04129,basic,2022-08-22,,,,499,US
S04130,C04130,premium,2022-08-21,,,,1584,US
S04131,C04131,basic,2022-08-14,2023-01-19,2023-01-19,competitor,603,US
S04132,C04132,basic,2022-08-25,,,,616,US
S04133,C04133,premium,2022-08-13,,,,1179,US
S04134,C04134,premium,2022-08-26,,,,1906,US
S04135,C04135,enterprise,2022-08-08,,,,5962,US
S04136,C04136,premium,2022-08-11,,,,1809,US
S04137,C04137,basic,2022-09-22,,,,570,US
S04138,C04138,basic,2022-09-18,,,,608,US
S04139,C04139,enterprise,2022-09-01,,,,4280,US
S04140,C04140,premium,2022-09-09,2022-10-19,2022-10-19,price_too_high,2193,US
S04141,C04141,basic,2022-09-06,2022-12-24,2022-12-24,not_using,571,US
S04142,C04142,basic,2022-09-26,,,,485,US
S04143,C04143,basic,2022-09-26,,,,716,US
S04144,C04144,basic,2022-09-12,,,,788,US
S04145,C04145,basic,2022-09-11,,,,463,US
S04146,C04146,basic,2022-09-26,,,,465,US
S04147,C04147,premium,2022-09-04,,,,1767,US
S04148,C04148,basic,2022-09-20,,,,746,US
S04149,C04149,basic,2022-09-12,,,,793,US
S04150,C04150,enterprise,2022-09-27,,,,7388,US
S04151,C04151,basic,2022-09-16,,,,609,US
S04152,C04152,basic,2022-09-28,,,,735,US
S04153,C04153,enterprise,2022-09-16,,,,7261,US
S04154,C04154,premium,2022-09-27,,,,1572,US
S04155,C04155,premium,2022-09-02,,,,2580,US
S04156,C04156,premium,2022-09-27,,,,1149,US
S04157,C04157,basic,2022-09-12,,,,529,US
S04158,C04158,basic,2022-09-01,,,,542,US
S04159,C04159,premium,2022-10-28,,,,1471,US
S04160,C04160,basic,2022-10-08,,,,632,US
S04161,C04161,basic,2022-10-19,,,,669,US
S04162,C04162,basic,2022-10-26,,,,757,US
S04163,C04163,premium,2022-10-28,,,,2193,US
S04164,C04164,basic,2022-10-25,,,,597,US
S04165,C04165,basic,2022-10-03,2022-11-23,2022-11-23,competitor,561,US
S04166,C04166,basic,2022-10-26,,,,735,US
S04167,C04167,premium,2022-10-24,,,,1087,US
S04168,C04168,enterprise,2022-10-16,,,,5734,US
S04169,C04169,basic,2022-10-09,,,,656,US
S04170,C04170,basic,2022-10-02,,,,683,US
S04171,C04171,basic,2022-10-18,,,,729,US
S04172,C04172,basic,2022-10-21,,,,761,US
S04173,C04173,premium,2022-10-05,,,,1594,US
S04174,C04174,premium,2022-10-14,,,,2381,US
S04175,C04175,basic,2022-10-15,,,,493,US
S04176,C04176,premium,2022-10-02,2023-02-19,2023-02-19,competitor,1585,US
S04177,C04177,enterprise,2022-10-22,,,,6422,US
S04178,C04178,enterprise,2022-10-26,,,,7453,US
